# This is an input file for the UEDGE Python CRM
# Created from scratch by Stijn Kobussen
# May 2023

** SPECIES

H2(n=B1,v=0) > H2(n=X1,v=8)
195010000.0

* USER COEFFICIENT B1Su_X1Sg0to9
H2(n=B1,v=0) > H2(n=X1,v=9)
94297000.0

* USER COEFFICIENT B1Su_X1Sg0to10
H2(n=B1,v=0) > H2(n=X1,v=10)
33571000.0

* USER COEFFICIENT B1Su_X1Sg0to11
H2(n=B1,v=0) > H2(n=X1,v=11)
8304400.0

* USER COEFFICIENT B1Su_X1Sg0to12
H2(n=B1,v=0) > H2(n=X1,v=12)
1274900.0

* USER COEFFICIENT B1Su_X1Sg0to13
H2(n=B1,v=0) > H2(n=X1,v=13)
93824.0

* USER COEFFICIENT B1Su_X1Sg0to14
H2(n=B1,v=0) > H2(n=X1,v=14)
1206.6

* USER COEFFICIENT B1Su_X1Sg1to0
H2(n=B1,v=1) > H2(n=X1,v=0)
5148700.0

* USER COEFFICIENT B1Su_X1Sg1to1
H2(n=B1,v=1) > H2(n=X1,v=1)
38532000.0

* USER COEFFICIENT B1Su_X1Sg1to2
H2(n=B1,v=1) > H2(n=X1,v=2)
125520000.0

* USER COEFFICIENT B1Su_X1Sg1to3
H2(n=B1,v=1) > H2(n=X1,v=3)
227560000.0

* USER COEFFICIENT B1Su_X1Sg1to4
H2(n=B1,v=1) > H2(n=X1,v=4)
236400000.0

* USER COEFFICIENT B1Su_X1Sg1to5
H2(n=B1,v=1) > H2(n=X1,v=5)
116960000.0

* USER COEFFICIENT B1Su_X1Sg1to6
H2(n=B1,v=1) > H2(n=X1,v=6)
5595600.0

* USER COEFFICIENT B1Su_X1Sg1to7
H2(n=B1,v=1) > H2(n=X1,v=7)
50343000.0

* USER COEFFICIENT B1Su_X1Sg1to8
H2(n=B1,v=1) > H2(n=X1,v=8)
202510000.0

* USER COEFFICIENT B1Su_X1Sg1to9
H2(n=B1,v=1) > H2(n=X1,v=9)
286810000.0

* USER COEFFICIENT B1Su_X1Sg1to10
H2(n=B1,v=1) > H2(n=X1,v=10)
231380000.0

* USER COEFFICIENT B1Su_X1Sg1to11
H2(n=B1,v=1) > H2(n=X1,v=11)
116670000.0

* USER COEFFICIENT B1Su_X1Sg1to12
H2(n=B1,v=1) > H2(n=X1,v=12)
35921000.0

* USER COEFFICIENT B1Su_X1Sg1to13
H2(n=B1,v=1) > H2(n=X1,v=13)
5907300.0

* USER COEFFICIENT B1Su_X1Sg1to14
H2(n=B1,v=1) > H2(n=X1,v=14)
343630.0

* USER COEFFICIENT B1Su_X1Sg2to0
H2(n=B1,v=2) > H2(n=X1,v=0)
14052000.0

* USER COEFFICIENT B1Su_X1Sg2to1
H2(n=B1,v=2) > H2(n=X1,v=1)
81347000.0

* USER COEFFICIENT B1Su_X1Sg2to2
H2(n=B1,v=2) > H2(n=X1,v=2)
185970000.0

* USER COEFFICIENT B1Su_X1Sg2to3
H2(n=B1,v=2) > H2(n=X1,v=3)
195150000.0

* USER COEFFICIENT B1Su_X1Sg2to4
H2(n=B1,v=2) > H2(n=X1,v=4)
66694000.0

* USER COEFFICIENT B1Su_X1Sg2to5
H2(n=B1,v=2) > H2(n=X1,v=5)
3079300.0

* USER COEFFICIENT B1Su_X1Sg2to6
H2(n=B1,v=2) > H2(n=X1,v=6)
111330000.0

* USER COEFFICIENT B1Su_X1Sg2to7
H2(n=B1,v=2) > H2(n=X1,v=7)
169700000.0

* USER COEFFICIENT B1Su_X1Sg2to8
H2(n=B1,v=2) > H2(n=X1,v=8)
57434000.0

* USER COEFFICIENT B1Su_X1Sg2to9
H2(n=B1,v=2) > H2(n=X1,v=9)
7296300.0

* USER COEFFICIENT B1Su_X1Sg2to10
H2(n=B1,v=2) > H2(n=X1,v=10)
148050000.0

* USER COEFFICIENT B1Su_X1Sg2to11
H2(n=B1,v=2) > H2(n=X1,v=11)
266900000.0

* USER COEFFICIENT B1Su_X1Sg2to12
H2(n=B1,v=2) > H2(n=X1,v=12)
207040000.0

* USER COEFFICIENT B1Su_X1Sg2to13
H2(n=B1,v=2) > H2(n=X1,v=13)
79829000.0

* USER COEFFICIENT B1Su_X1Sg2to14
H2(n=B1,v=2) > H2(n=X1,v=14)
13172000.0

* USER COEFFICIENT B1Su_X1Sg3to0
H2(n=B1,v=3) > H2(n=X1,v=0)
28293000.0

* USER COEFFICIENT B1Su_X1Sg3to1
H2(n=B1,v=3) > H2(n=X1,v=1)
124750000.0

* USER COEFFICIENT B1Su_X1Sg3to2
H2(n=B1,v=3) > H2(n=X1,v=2)
188690000.0

* USER COEFFICIENT B1Su_X1Sg3to3
H2(n=B1,v=3) > H2(n=X1,v=3)
87504000.0

* USER COEFFICIENT B1Su_X1Sg3to4
H2(n=B1,v=3) > H2(n=X1,v=4)
473440.0

* USER COEFFICIENT B1Su_X1Sg3to5
H2(n=B1,v=3) > H2(n=X1,v=5)
97564000.0

* USER COEFFICIENT B1Su_X1Sg3to6
H2(n=B1,v=3) > H2(n=X1,v=6)
127350000.0

* USER COEFFICIENT B1Su_X1Sg3to7
H2(n=B1,v=3) > H2(n=X1,v=7)
12991000.0

* USER COEFFICIENT B1Su_X1Sg3to8
H2(n=B1,v=3) > H2(n=X1,v=8)
51282000.0

* USER COEFFICIENT B1Su_X1Sg3to9
H2(n=B1,v=3) > H2(n=X1,v=9)
151030000.0

* USER COEFFICIENT B1Su_X1Sg3to10
H2(n=B1,v=3) > H2(n=X1,v=10)
55328000.0

* USER COEFFICIENT B1Su_X1Sg3to11
H2(n=B1,v=3) > H2(n=X1,v=11)
15809000.0

* USER COEFFICIENT B1Su_X1Sg3to12
H2(n=B1,v=3) > H2(n=X1,v=12)
192120000.0

* USER COEFFICIENT B1Su_X1Sg3to13
H2(n=B1,v=3) > H2(n=X1,v=13)
260430000.0

* USER COEFFICIENT B1Su_X1Sg3to14
H2(n=B1,v=3) > H2(n=X1,v=14)
124470000.0

* USER COEFFICIENT B1Su_X1Sg4to0
H2(n=B1,v=4) > H2(n=X1,v=0)
46848000.0

* USER COEFFICIENT B1Su_X1Sg4to1
H2(n=B1,v=4) > H2(n=X1,v=1)
154240000.0

* USER COEFFICIENT B1Su_X1Sg4to2
H2(n=B1,v=4) > H2(n=X1,v=2)
140270000.0

* USER COEFFICIENT B1Su_X1Sg4to3
H2(n=B1,v=4) > H2(n=X1,v=3)
10951000.0

* USER COEFFICIENT B1Su_X1Sg4to4
H2(n=B1,v=4) > H2(n=X1,v=4)
54219000.0

* USER COEFFICIENT B1Su_X1Sg4to5
H2(n=B1,v=4) > H2(n=X1,v=5)
121180000.0

* USER COEFFICIENT B1Su_X1Sg4to6
H2(n=B1,v=4) > H2(n=X1,v=6)
16915000.0

* USER COEFFICIENT B1Su_X1Sg4to7
H2(n=B1,v=4) > H2(n=X1,v=7)
46253000.0

* USER COEFFICIENT B1Su_X1Sg4to8
H2(n=B1,v=4) > H2(n=X1,v=8)
118850000.0

* USER COEFFICIENT B1Su_X1Sg4to9
H2(n=B1,v=4) > H2(n=X1,v=9)
14596000.0

* USER COEFFICIENT B1Su_X1Sg4to10
H2(n=B1,v=4) > H2(n=X1,v=10)
56905000.0

* USER COEFFICIENT B1Su_X1Sg4to11
H2(n=B1,v=4) > H2(n=X1,v=11)
133080000.0

* USER COEFFICIENT B1Su_X1Sg4to12
H2(n=B1,v=4) > H2(n=X1,v=12)
11505000.0

* USER COEFFICIENT B1Su_X1Sg4to13
H2(n=B1,v=4) > H2(n=X1,v=13)
97722000.0

* USER COEFFICIENT B1Su_X1Sg4to14
H2(n=B1,v=4) > H2(n=X1,v=14)
277040000.0

* USER COEFFICIENT B1Su_X1Sg5to0
H2(n=B1,v=5) > H2(n=X1,v=0)
67602000.0

* USER COEFFICIENT B1Su_X1Sg5to1
H2(n=B1,v=5) > H2(n=X1,v=1)
162040000.0

* USER COEFFICIENT B1Su_X1Sg5to2
H2(n=B1,v=5) > H2(n=X1,v=2)
74328000.0

* USER COEFFICIENT B1Su_X1Sg5to3
H2(n=B1,v=5) > H2(n=X1,v=3)
5727400.0

* USER COEFFICIENT B1Su_X1Sg5to4
H2(n=B1,v=5) > H2(n=X1,v=4)
105990000.0

* USER COEFFICIENT B1Su_X1Sg5to5
H2(n=B1,v=5) > H2(n=X1,v=5)
48090000.0

* USER COEFFICIENT B1Su_X1Sg5to6
H2(n=B1,v=5) > H2(n=X1,v=6)
16567000.0

* USER COEFFICIENT B1Su_X1Sg5to7
H2(n=B1,v=5) > H2(n=X1,v=7)
105610000.0

* USER COEFFICIENT B1Su_X1Sg5to8
H2(n=B1,v=5) > H2(n=X1,v=8)
18818000.0

* USER COEFFICIENT B1Su_X1Sg5to9
H2(n=B1,v=5) > H2(n=X1,v=9)
47937000.0

* USER COEFFICIENT B1Su_X1Sg5to10
H2(n=B1,v=5) > H2(n=X1,v=10)
97534000.0

* USER COEFFICIENT B1Su_X1Sg5to11
H2(n=B1,v=5) > H2(n=X1,v=11)
145000.0

* USER COEFFICIENT B1Su_X1Sg5to12
H2(n=B1,v=5) > H2(n=X1,v=12)
104620000.0

* USER COEFFICIENT B1Su_X1Sg5to13
H2(n=B1,v=5) > H2(n=X1,v=13)
63274000.0

* USER COEFFICIENT B1Su_X1Sg5to14
H2(n=B1,v=5) > H2(n=X1,v=14)
40305000.0

* USER COEFFICIENT B1Su_X1Sg6to0
H2(n=B1,v=6) > H2(n=X1,v=0)
88027000.0

* USER COEFFICIENT B1Su_X1Sg6to1
H2(n=B1,v=6) > H2(n=X1,v=1)
148580000.0

* USER COEFFICIENT B1Su_X1Sg6to2
H2(n=B1,v=6) > H2(n=X1,v=2)
22878000.0

* USER COEFFICIENT B1Su_X1Sg6to3
H2(n=B1,v=6) > H2(n=X1,v=3)
44113000.0

* USER COEFFICIENT B1Su_X1Sg6to4
H2(n=B1,v=6) > H2(n=X1,v=4)
93655000.0

* USER COEFFICIENT B1Su_X1Sg6to5
H2(n=B1,v=6) > H2(n=X1,v=5)
696750.0

* USER COEFFICIENT B1Su_X1Sg6to6
H2(n=B1,v=6) > H2(n=X1,v=6)
78010000.0

* USER COEFFICIENT B1Su_X1Sg6to7
H2(n=B1,v=6) > H2(n=X1,v=7)
47184000.0

* USER COEFFICIENT B1Su_X1Sg6to8
H2(n=B1,v=6) > H2(n=X1,v=8)
18132000.0

* USER COEFFICIENT B1Su_X1Sg6to9
H2(n=B1,v=6) > H2(n=X1,v=9)
92297000.0

* USER COEFFICIENT B1Su_X1Sg6to10
H2(n=B1,v=6) > H2(n=X1,v=10)
2336600.0

* USER COEFFICIENT B1Su_X1Sg6to11
H2(n=B1,v=6) > H2(n=X1,v=11)
80432000.0

* USER COEFFICIENT B1Su_X1Sg6to12
H2(n=B1,v=6) > H2(n=X1,v=12)
41217000.0

* USER COEFFICIENT B1Su_X1Sg6to13
H2(n=B1,v=6) > H2(n=X1,v=13)
40855000.0

* USER COEFFICIENT B1Su_X1Sg6to14
H2(n=B1,v=6) > H2(n=X1,v=14)
95958000.0

* USER COEFFICIENT B1Su_X1Sg7to0
H2(n=B1,v=7) > H2(n=X1,v=0)
105890000.0

* USER COEFFICIENT B1Su_X1Sg7to1
H2(n=B1,v=7) > H2(n=X1,v=1)
120310000.0

* USER COEFFICIENT B1Su_X1Sg7to2
H2(n=B1,v=7) > H2(n=X1,v=2)
886190.0

* USER COEFFICIENT B1Su_X1Sg7to3
H2(n=B1,v=7) > H2(n=X1,v=3)
80854000.0

* USER COEFFICIENT B1Su_X1Sg7to4
H2(n=B1,v=7) > H2(n=X1,v=4)
43975000.0

* USER COEFFICIENT B1Su_X1Sg7to5
H2(n=B1,v=7) > H2(n=X1,v=5)
21194000.0

* USER COEFFICIENT B1Su_X1Sg7to6
H2(n=B1,v=7) > H2(n=X1,v=6)
82257000.0

* USER COEFFICIENT B1Su_X1Sg7to7
H2(n=B1,v=7) > H2(n=X1,v=7)
164930.0

* USER COEFFICIENT B1Su_X1Sg7to8
H2(n=B1,v=7) > H2(n=X1,v=8)
77070000.0

* USER COEFFICIENT B1Su_X1Sg7to9
H2(n=B1,v=7) > H2(n=X1,v=9)
21889000.0

* USER COEFFICIENT B1Su_X1Sg7to10
H2(n=B1,v=7) > H2(n=X1,v=10)
45014000.0

* USER COEFFICIENT B1Su_X1Sg7to11
H2(n=B1,v=7) > H2(n=X1,v=11)
56334000.0

* USER COEFFICIENT B1Su_X1Sg7to12
H2(n=B1,v=7) > H2(n=X1,v=12)
17348000.0

* USER COEFFICIENT B1Su_X1Sg7to13
H2(n=B1,v=7) > H2(n=X1,v=13)
80835000.0

* USER COEFFICIENT B1Su_X1Sg7to14
H2(n=B1,v=7) > H2(n=X1,v=14)
6453700.0

* USER COEFFICIENT B1Su_X1Sg8to0
H2(n=B1,v=8) > H2(n=X1,v=0)
119630000.0

* USER COEFFICIENT B1Su_X1Sg8to1
H2(n=B1,v=8) > H2(n=X1,v=1)
85831000.0

* USER COEFFICIENT B1Su_X1Sg8to2
H2(n=B1,v=8) > H2(n=X1,v=2)
6065000.0

* USER COEFFICIENT B1Su_X1Sg8to3
H2(n=B1,v=8) > H2(n=X1,v=3)
90266000.0

* USER COEFFICIENT B1Su_X1Sg8to4
H2(n=B1,v=8) > H2(n=X1,v=4)
6242400.0

* USER COEFFICIENT B1Su_X1Sg8to5
H2(n=B1,v=8) > H2(n=X1,v=5)
62221000.0

* USER COEFFICIENT B1Su_X1Sg8to6
H2(n=B1,v=8) > H2(n=X1,v=6)
34823000.0

* USER COEFFICIENT B1Su_X1Sg8to7
H2(n=B1,v=8) > H2(n=X1,v=7)
27931000.0

* USER COEFFICIENT B1Su_X1Sg8to8
H2(n=B1,v=8) > H2(n=X1,v=8)
61809000.0

* USER COEFFICIENT B1Su_X1Sg8to9
H2(n=B1,v=8) > H2(n=X1,v=9)
6135900.0

* USER COEFFICIENT B1Su_X1Sg8to10
H2(n=B1,v=8) > H2(n=X1,v=10)
74433000.0

* USER COEFFICIENT B1Su_X1Sg8to11
H2(n=B1,v=8) > H2(n=X1,v=11)
36862.0

* USER COEFFICIENT B1Su_X1Sg8to12
H2(n=B1,v=8) > H2(n=X1,v=12)
76564000.0

* USER COEFFICIENT B1Su_X1Sg8to13
H2(n=B1,v=8) > H2(n=X1,v=13)
846860.0

* USER COEFFICIENT B1Su_X1Sg8to14
H2(n=B1,v=8) > H2(n=X1,v=14)
79762000.0

* USER COEFFICIENT B1Su_X1Sg9to0
H2(n=B1,v=9) > H2(n=X1,v=0)
128440000.0

* USER COEFFICIENT B1Su_X1Sg9to1
H2(n=B1,v=9) > H2(n=X1,v=1)
52853000.0

* USER COEFFICIENT B1Su_X1Sg9to2
H2(n=B1,v=9) > H2(n=X1,v=2)
26695000.0

* USER COEFFICIENT B1Su_X1Sg9to3
H2(n=B1,v=9) > H2(n=X1,v=3)
72665000.0

* USER COEFFICIENT B1Su_X1Sg9to4
H2(n=B1,v=9) > H2(n=X1,v=4)
2507200.0

* USER COEFFICIENT B1Su_X1Sg9to5
H2(n=B1,v=9) > H2(n=X1,v=5)
75107000.0

* USER COEFFICIENT B1Su_X1Sg9to6
H2(n=B1,v=9) > H2(n=X1,v=6)
1564500.0

* USER COEFFICIENT B1Su_X1Sg9to7
H2(n=B1,v=9) > H2(n=X1,v=7)
65609000.0

* USER COEFFICIENT B1Su_X1Sg9to8
H2(n=B1,v=9) > H2(n=X1,v=8)
11413000.0

* USER COEFFICIENT B1Su_X1Sg9to9
H2(n=B1,v=9) > H2(n=X1,v=9)
52237000.0

* USER COEFFICIENT B1Su_X1Sg9to10
H2(n=B1,v=9) > H2(n=X1,v=10)
22257000.0

* USER COEFFICIENT B1Su_X1Sg9to11
H2(n=B1,v=9) > H2(n=X1,v=11)
42969000.0

* USER COEFFICIENT B1Su_X1Sg9to12
H2(n=B1,v=9) > H2(n=X1,v=12)
26761000.0

* USER COEFFICIENT B1Su_X1Sg9to13
H2(n=B1,v=9) > H2(n=X1,v=13)
43934000.0

* USER COEFFICIENT B1Su_X1Sg9to14
H2(n=B1,v=9) > H2(n=X1,v=14)
19197000.0

* USER COEFFICIENT B1Su_X1Sg10to0
H2(n=B1,v=10) > H2(n=X1,v=0)
132300000.0

* USER COEFFICIENT B1Su_X1Sg10to1
H2(n=B1,v=10) > H2(n=X1,v=1)
26575000.0

* USER COEFFICIENT B1Su_X1Sg10to2
H2(n=B1,v=10) > H2(n=X1,v=2)
49880000.0

* USER COEFFICIENT B1Su_X1Sg10to3
H2(n=B1,v=10) > H2(n=X1,v=3)
42785000.0

* USER COEFFICIENT B1Su_X1Sg10to4
H2(n=B1,v=10) > H2(n=X1,v=4)
23599000.0

* USER COEFFICIENT B1Su_X1Sg10to5
H2(n=B1,v=10) > H2(n=X1,v=5)
54040000.0

* USER COEFFICIENT B1Su_X1Sg10to6
H2(n=B1,v=10) > H2(n=X1,v=6)
9919600.0

* USER COEFFICIENT B1Su_X1Sg10to7
H2(n=B1,v=10) > H2(n=X1,v=7)
60014000.0

* USER COEFFICIENT B1Su_X1Sg10to8
H2(n=B1,v=10) > H2(n=X1,v=8)
3572500.0

* USER COEFFICIENT B1Su_X1Sg10to9
H2(n=B1,v=10) > H2(n=X1,v=9)
61681000.0

* USER COEFFICIENT B1Su_X1Sg10to10
H2(n=B1,v=10) > H2(n=X1,v=10)
1616300.0

* USER COEFFICIENT B1Su_X1Sg10to11
H2(n=B1,v=10) > H2(n=X1,v=11)
60765000.0

* USER COEFFICIENT B1Su_X1Sg10to12
H2(n=B1,v=10) > H2(n=X1,v=12)
2674400.0

* USER COEFFICIENT B1Su_X1Sg10to13
H2(n=B1,v=10) > H2(n=X1,v=13)
55916000.0

* USER COEFFICIENT B1Su_X1Sg10to14
H2(n=B1,v=10) > H2(n=X1,v=14)
11822000.0

* USER COEFFICIENT B1Su_X1Sg11to0
H2(n=B1,v=11) > H2(n=X1,v=0)
131680000.0

* USER COEFFICIENT B1Su_X1Sg11to1
H2(n=B1,v=11) > H2(n=X1,v=1)
9337000.0

* USER COEFFICIENT B1Su_X1Sg11to2
H2(n=B1,v=11) > H2(n=X1,v=2)
66542000.0

* USER COEFFICIENT B1Su_X1Sg11to3
H2(n=B1,v=11) > H2(n=X1,v=3)
16214000.0

* USER COEFFICIENT B1Su_X1Sg11to4
H2(n=B1,v=11) > H2(n=X1,v=4)
48414000.0

* USER COEFFICIENT B1Su_X1Sg11to5
H2(n=B1,v=11) > H2(n=X1,v=5)
22126000.0

* USER COEFFICIENT B1Su_X1Sg11to6
H2(n=B1,v=11) > H2(n=X1,v=6)
38553000.0

* USER COEFFICIENT B1Su_X1Sg11to7
H2(n=B1,v=11) > H2(n=X1,v=7)
25868000.0

* USER COEFFICIENT B1Su_X1Sg11to8
H2(n=B1,v=11) > H2(n=X1,v=8)
33683000.0

* USER COEFFICIENT B1Su_X1Sg11to9
H2(n=B1,v=11) > H2(n=X1,v=9)
25939000.0

* USER COEFFICIENT B1Su_X1Sg11to10
H2(n=B1,v=11) > H2(n=X1,v=10)
34148000.0

* USER COEFFICIENT B1Su_X1Sg11to11
H2(n=B1,v=11) > H2(n=X1,v=11)
20433000.0

* USER COEFFICIENT B1Su_X1Sg11to12
H2(n=B1,v=11) > H2(n=X1,v=12)
41380000.0

* USER COEFFICIENT B1Su_X1Sg11to13
H2(n=B1,v=11) > H2(n=X1,v=13)
8173500.0

* USER COEFFICIENT B1Su_X1Sg11to14
H2(n=B1,v=11) > H2(n=X1,v=14)
52541000.0

* USER COEFFICIENT B1Su_X1Sg12to0
H2(n=B1,v=12) > H2(n=X1,v=0)
127380000.0

* USER COEFFICIENT B1Su_X1Sg12to1
H2(n=B1,v=12) > H2(n=X1,v=1)
1148500.0

* USER COEFFICIENT B1Su_X1Sg12to2
