# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  6  1.12709E+01    3.45800E-03  -2.51690E-04   2.09460E-03  -4.73500E-03   3.73640E-03
   1 <-  6  1.15454E+01    2.46840E-02  -1.21040E-02   7.81640E-02  -1.62960E-01   1.32290E-01
   2 <-  6  1.18059E+01    6.36620E-02  -7.42110E-02   4.80920E-01  -9.20880E-01   6.84020E-01
   3 <-  6  1.20465E+01    3.44240E-02  -2.20590E-02   1.42230E-01  -2.78490E-01   2.14000E-01
   4 <-  6  1.22748E+01    3.25060E-02  -1.88090E-02   1.26100E-01  -2.28060E-01   1.70150E-01
   5 <-  6  1.24895E+01    2.75650E-03  -9.72330E-05   6.02540E-04  -6.10050E-04   7.01280E-05
   6 <-  6  1.26898E+01    2.10230E-02  -7.82620E-03   4.97960E-02  -9.23320E-02   6.75940E-02
   7 <-  6  1.28758E+01    2.37440E-02  -9.65710E-03   6.32400E-02  -1.09940E-01   7.84820E-02
   8 <-  6  1.30481E+01    1.68460E-02  -4.72140E-03   3.21680E-02  -5.26070E-02   3.65050E-02
   9 <-  6  1.32059E+01    8.52540E-03  -1.15890E-03   8.25210E-03  -1.24670E-02   7.95110E-03
  10 <-  6  1.33499E+01    1.88280E-03  -4.89310E-05   4.10740E-04  -5.64100E-04   1.99970E-04
  11 <-  6  1.34793E+01    4.56360E-03  -3.69570E-04   2.21560E-03  -4.40100E-03   3.50620E-03
  12 <-  6  1.35938E+01    7.73420E-03  -1.02220E-03   6.29850E-03  -1.15010E-02   8.77140E-03
  13 <-  6  1.36924E+01    9.11380E-03  -1.40180E-03   8.72900E-03  -1.55470E-02   1.16730E-02
  14 <-  6  1.37742E+01    9.09240E-03  -1.38790E-03   8.70920E-03  -1.53480E-02   1.14840E-02
  15 <-  6  1.38375E+01    8.02580E-03  -1.07970E-03   6.84620E-03  -1.19940E-02   9.01700E-03
  16 <-  6  1.38804E+01    5.77540E-03  -5.61080E-04   3.70130E-03  -6.40820E-03   4.95870E-03
  17 <-  6  1.39009E+01    2.96690E-03  -1.48570E-04   1.00860E-03  -1.73310E-03   1.36890E-03
  18 <-  6  1.39040E+01    7.01610E-04  -8.31410E-06   5.67540E-05  -9.73880E-05   7.72210E-05
  DE <-  6  1.39041E+01    9.78400E-07   1.48030E-02  -1.20620E-01   3.84270E-01  -2.77460E-01
