# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  6  9.10356E+00    1.09900E-02  -2.68460E-03   1.84980E-02  -4.12540E-02   3.31320E-02
   1 <-  6  9.39400E+00    8.91100E-02  -1.68480E-01   1.16030E+00  -2.44240E+00   1.94560E+00
   2 <-  6  9.66923E+00    2.60070E-01  -1.40680E+00   9.77200E+00  -2.00530E+01   1.60840E+01
   3 <-  6  9.92965E+00    2.35110E-01  -1.12760E+00   7.81770E+00  -1.58060E+01   1.25760E+01
   4 <-  6  1.01756E+01    1.00830E-01  -2.02410E-01   1.51090E+00  -2.83650E+00   2.30140E+00
   5 <-  6  1.04074E+01    6.56390E-02  -8.61240E-02   5.99560E-01  -1.20140E+00   9.52680E-01
   6 <-  6  1.06252E+01    1.03910E-01  -2.12950E-01   1.65440E+00  -3.07780E+00   2.55130E+00
   7 <-  6  1.08291E+01    8.32890E-02  -1.33830E-01   1.04440E+00  -1.88410E+00   1.54960E+00
   8 <-  6  1.10189E+01    3.67550E-02  -2.54930E-02   2.03720E-01  -3.52650E-01   2.90680E-01
   9 <-  6  1.11944E+01    6.59990E-03  -8.32340E-04   5.11950E-03  -1.07540E-02   7.96520E-03
  10 <-  6  1.13553E+01    3.94880E-02  -2.89720E-02   2.01010E-01  -3.74870E-01   2.88630E-01
  11 <-  6  1.15010E+01    5.09990E-02  -4.80240E-02   3.52750E-01  -6.39170E-01   5.04230E-01
  12 <-  6  1.16305E+01    5.72780E-02  -5.99810E-02   4.34200E-01  -7.82410E-01   6.07190E-01
  13 <-  6  1.17429E+01    5.57560E-02  -5.64130E-02   4.04670E-01  -7.25600E-01   5.55820E-01
  14 <-  6  1.18368E+01    4.92140E-02  -4.37280E-02   3.13570E-01  -5.59060E-01   4.24920E-01
  15 <-  6  1.19105E+01    3.95820E-02  -2.82170E-02   2.05420E-01  -3.63100E-01   2.76210E-01
  16 <-  6  1.19627E+01    2.39750E-02  -1.04750E-02   8.87870E-02  -1.50500E-01   1.21850E-01
  17 <-  6  1.19933E+01    1.99570E-02  -7.16190E-03   5.36460E-02  -9.35990E-02   7.15330E-02
  18 <-  6  1.20069E+01    1.24460E-02  -2.78050E-03   2.05620E-02  -3.59610E-02   2.72800E-02
  19 <-  6  1.20120E+01    7.45650E-03  -9.97650E-04   7.37100E-03  -1.28900E-02   9.76820E-03
  20 <-  6  1.20138E+01    4.24480E-03  -3.23280E-04   2.38760E-03  -4.17520E-03   3.16280E-03
  21 <-  6  1.20143E+01    2.21690E-03  -8.81770E-05   6.51200E-04  -1.13870E-03   8.62540E-04
  DE <-  6  1.20144E+01   -1.38480E-05   1.30960E-01  -2.12270E-01   3.35780E+00  -3.38090E+00
