# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  6  1.11882E+01    2.18760E-03  -8.98320E-05   1.07000E-03  -1.89810E-03   2.46600E-03
   1 <-  6  1.14668E+01    2.21380E-02  -1.15840E-02   1.14500E-01  -2.50730E-01   2.53360E-01
   2 <-  6  1.17298E+01    6.09690E-02  -8.76970E-02   8.26770E-01  -1.84710E+00   1.83560E+00
   3 <-  6  1.19773E+01    4.02750E-02  -3.73160E-02   3.51720E-01  -7.59790E-01   7.38130E-01
   4 <-  6  1.22099E+01    3.83130E-02  -3.37320E-02   3.04760E-01  -6.74990E-01   6.58160E-01
   5 <-  6  1.24283E+01    1.92700E-08   4.45950E-05  -6.30720E-05   8.65230E-04  -7.91560E-04
   6 <-  6  1.26328E+01    2.72700E-02  -1.63520E-02   1.47780E-01  -3.14430E-01   2.96690E-01
   7 <-  6  1.28234E+01    3.28550E-02  -2.35260E-02   2.04110E-01  -4.36440E-01   4.02350E-01
   8 <-  6  1.30003E+01    2.20460E-02  -1.05160E-02   9.32840E-02  -1.93410E-01   1.79660E-01
   9 <-  6  1.31631E+01    1.00290E-02  -2.14910E-03   1.87460E-02  -3.77680E-02   3.39990E-02
  10 <-  6  1.33117E+01    1.17500E-03  -2.93610E-05   2.37580E-04  -6.24100E-04   6.20490E-04
  11 <-  6  1.34456E+01    9.84270E-03  -2.02610E-03   1.66420E-02  -3.59390E-02   3.21330E-02
  12 <-  6  1.35642E+01    1.38200E-02  -3.96600E-03   3.34750E-02  -6.98170E-02   6.25650E-02
  13 <-  6  1.36664E+01    1.58380E-02  -5.16270E-03   4.31780E-02  -8.90640E-02   7.86070E-02
  14 <-  6  1.37506E+01    1.56510E-02  -5.00400E-03   4.15520E-02  -8.50510E-02   7.42220E-02
  15 <-  6  1.38135E+01    1.35230E-02  -3.71420E-03   3.06890E-02  -6.24610E-02   5.40720E-02
  16 <-  6  1.38522E+01    1.03380E-02  -2.16290E-03   1.78200E-02  -3.61410E-02   3.11380E-02
  17 <-  6  1.38759E+01    8.53570E-03  -1.47130E-03   1.21030E-02  -2.44910E-02   2.10400E-02
  18 <-  6  1.38915E+01    6.76860E-03  -9.23840E-04   7.59100E-03  -1.53380E-02   1.31520E-02
  19 <-  6  1.39005E+01    4.77500E-03  -4.59380E-04   3.77230E-03  -7.61580E-03   6.52330E-03
  20 <-  6  1.39039E+01    1.95490E-03  -7.69750E-05   6.31950E-04  -1.27540E-03   1.09200E-03
  DE <-  6  1.39041E+01   -8.42840E-07   1.70780E-02   3.34130E-02   6.52000E-01  -6.91030E-01
