# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  9  8.15901E+00    1.92030E-04  -6.68230E-07   3.24400E-06  -2.46900E-06  -5.36030E-07
   1 <-  9  8.44945E+00    9.17750E-04  -2.06150E-05   1.56540E-04  -3.94030E-04   3.15230E-04
   2 <-  9  8.72468E+00    3.62830E-03  -2.88240E-04   2.20910E-03  -5.01520E-03   3.66860E-03
   3 <-  9  8.98510E+00    2.42870E-02  -1.36850E-02   9.67000E-02  -2.30590E-01   2.01720E-01
   4 <-  9  9.23102E+00    1.88390E-01  -7.74090E-01   5.31640E+00  -1.16110E+01   9.47520E+00
   5 <-  9  9.46289E+00    3.35380E-01  -2.39260E+00   1.65680E+01  -3.49650E+01   2.83770E+01
   6 <-  9  9.68065E+00    8.15300E-02  -1.39880E-01   9.54310E-01  -1.99450E+00   1.58900E+00
   7 <-  9  9.88453E+00    1.66970E-01  -5.72070E-01   3.90730E+00  -8.01010E+00   6.37250E+00
   8 <-  9  1.00743E+01    8.42160E-02  -1.43030E-01   1.04830E+00  -2.03880E+00   1.67530E+00
   9 <-  9  1.02499E+01   -1.58140E-07   2.32940E-04  -9.38300E-04   7.18200E-03  -6.27330E-03
  10 <-  9  1.04108E+01    5.28650E-02  -5.54380E-02   3.90520E-01  -7.78680E-01   6.23480E-01
  11 <-  9  1.05564E+01    6.24450E-02  -7.70120E-02   5.97820E-01  -1.13050E+00   9.39320E-01
  12 <-  9  1.06860E+01    6.07230E-02  -7.18420E-02   5.64870E-01  -1.03640E+00   8.51660E-01
  13 <-  9  1.07984E+01    4.97630E-02  -4.76860E-02   3.78720E-01  -6.77340E-01   5.51060E-01
  14 <-  9  1.08922E+01    3.64490E-02  -2.53120E-02   2.03420E-01  -3.55210E-01   2.86740E-01
  15 <-  9  1.09660E+01    2.44050E-02  -1.12340E-02   9.20600E-02  -1.56570E-01   1.25840E-01
  16 <-  9  1.10181E+01    1.51710E-02  -4.29940E-03   3.62790E-02  -5.98810E-02   4.81050E-02
  17 <-  9  1.10488E+01    8.81680E-03  -1.44060E-03   1.25460E-02  -2.01380E-02   1.62090E-02
  18 <-  9  1.10624E+01    4.90570E-03  -4.43930E-04   3.94850E-03  -6.22890E-03   5.02340E-03
  19 <-  9  1.10674E+01    2.82670E-03  -1.47090E-04   1.32080E-03  -2.06780E-03   1.66930E-03
  20 <-  9  1.10692E+01    1.58670E-03  -4.63140E-05   4.17300E-04  -6.51530E-04   5.26140E-04
  21 <-  9  1.10697E+01    8.25170E-04  -1.25230E-05   1.12960E-04  -1.76210E-04   1.42320E-04
  DE <-  9  1.10699E+01    8.32590E-02  -2.99660E-02   8.99790E-01   1.46670E+00  -2.47100E+00
