# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  9  1.02759E+01    2.23620E-04  -5.56370E-07   2.27110E-06  -1.95510E-06  -8.97880E-08
   1 <-  9  1.05662E+01    6.94300E-09   3.36580E-06  -4.05750E-05   1.29500E-04  -8.82320E-05
   2 <-  9  1.08362E+01    1.32110E-04   1.15980E-07  -2.75790E-06   8.60830E-06  -6.41240E-06
   3 <-  9  1.10893E+01    1.35730E-02  -3.24580E-03   2.12640E-02  -3.90580E-02   2.47600E-02
   4 <-  9  1.13270E+01    7.88310E-02  -1.19230E-01   7.59700E-01  -1.54060E+00   1.17730E+00
   5 <-  9  1.15496E+01    1.11790E-01  -2.40840E-01   1.53630E+00  -3.16940E+00   2.49410E+00
   6 <-  9  1.17573E+01    5.21790E-03  -5.28710E-04   3.44510E-03  -9.18440E-03   8.99530E-03
   7 <-  9  1.19502E+01    4.39190E-02  -3.61870E-02   2.27120E-01  -4.58970E-01   3.53270E-01
   8 <-  9  1.21283E+01    4.25350E-02  -3.43520E-02   2.14180E-01  -4.43650E-01   3.50390E-01
   9 <-  9  1.22910E+01    1.96640E-02  -7.42970E-03   4.63490E-02  -9.90210E-02   8.07260E-02
  10 <-  9  1.24376E+01    2.35090E-03  -9.09870E-05   5.61810E-04  -9.66520E-04   5.21920E-04
  11 <-  9  1.25665E+01    1.53190E-02  -4.31360E-03   2.61960E-02  -5.28860E-02   4.02070E-02
  12 <-  9  1.26753E+01    2.01550E-02  -7.47470E-03   4.52510E-02  -9.26810E-02   7.15320E-02
  13 <-  9  1.27616E+01    1.94770E-02  -6.95590E-03   4.19910E-02  -8.63050E-02   6.68900E-02
  14 <-  9  1.28275E+01    1.70000E-02  -5.27730E-03   3.18100E-02  -6.53920E-02   5.07940E-02
  15 <-  9  1.28787E+01    1.43370E-02  -3.73890E-03   2.25280E-02  -4.62610E-02   3.60060E-02
  16 <-  9  1.29177E+01    1.15120E-02  -2.40240E-03   1.44830E-02  -2.96940E-02   2.31590E-02
  17 <-  9  1.29440E+01    8.40900E-03  -1.27850E-03   7.71470E-03  -1.57950E-02   1.23420E-02
  18 <-  9  1.29567E+01    4.62070E-03  -3.85800E-04   2.33430E-03  -4.77770E-03   3.74750E-03
  19 <-  9  1.29593E+01    1.25350E-03  -2.83930E-05   1.71990E-04  -3.52040E-04   2.76550E-04
  DE <-  9  1.29595E+01    3.00880E-07   1.15990E-02  -7.94830E-02   2.57940E-01  -1.81750E-01
