# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  2  1.29346E+01    2.90460E-02  -1.46210E-02   1.55200E-01  -2.33980E-01   1.96910E-01
   1 <-  2  1.32092E+01   -2.97990E-09  -3.13420E-06   2.00460E-04  -1.84600E-04   3.21870E-04
   2 <-  2  1.34696E+01    8.75250E-06   7.51710E-04   1.00640E-02  -1.91430E-03   9.09150E-03
   3 <-  2  1.37103E+01    3.00550E-02  -1.50290E-02   9.80210E-02  -1.69400E-01   1.19120E-01
   4 <-  2  1.39386E+01    2.44090E-02  -1.00360E-02   6.26150E-02  -1.11680E-01   7.88590E-02
   5 <-  2  1.41533E+01    1.50810E-02  -3.85090E-03   2.25690E-02  -4.15560E-02   2.90100E-02
   6 <-  2  1.43536E+01    4.02630E-03  -2.80200E-04   1.54470E-03  -2.96500E-03   2.02210E-03
   7 <-  2  1.45395E+01    1.40970E-06  -2.99840E-06   4.63580E-04  -8.15200E-04   1.10920E-03
   8 <-  2  1.47118E+01    8.80920E-03  -1.34040E-03   8.47410E-03  -1.63190E-02   1.28830E-02
   9 <-  2  1.48697E+01    1.12440E-02  -2.20260E-03   1.37560E-02  -2.69810E-02   2.16660E-02
  10 <-  2  1.50137E+01    1.58060E-02  -4.21890E-03   2.42550E-02  -4.73340E-02   3.55820E-02
  11 <-  2  1.51431E+01    1.66980E-02  -4.68150E-03   2.65230E-02  -5.19320E-02   3.88290E-02
  12 <-  2  1.52576E+01    1.64020E-02  -4.49710E-03   2.52770E-02  -4.95960E-02   3.70370E-02
  13 <-  2  1.53562E+01    1.46940E-02  -3.60960E-03   2.03730E-02  -4.01420E-02   3.03480E-02
  14 <-  2  1.54380E+01    1.34650E-02  -3.01400E-03   1.68760E-02  -3.32020E-02   2.49450E-02
  15 <-  2  1.55013E+01    1.14500E-02  -2.17340E-03   1.21440E-02  -2.38830E-02   1.79450E-02
  16 <-  2  1.55441E+01    8.80460E-03  -1.28200E-03   7.14830E-03  -1.40490E-02   1.05450E-02
  17 <-  2  1.55647E+01    4.75590E-03  -3.73620E-04   2.08160E-03  -4.08930E-03   3.06800E-03
  18 <-  2  1.55677E+01    1.13560E-03  -2.12980E-05   1.18640E-04  -2.33070E-04   1.74850E-04
  DE <-  2  1.55679E+01   -7.91610E-06   6.21780E-03  -4.49090E-02   1.26780E-01  -6.52120E-02
