# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  2  1.07673E+01    2.29820E-01  -1.02640E+00   7.87610E+00  -1.45570E+01   1.19310E+01
   1 <-  2  1.10578E+01    1.74040E-02  -5.81770E-03   4.05750E-02  -7.85580E-02   6.38730E-02
   2 <-  2  1.13330E+01    1.43750E-01  -3.85090E-01   2.72130E+00  -5.00070E+00   3.84370E+00
   3 <-  2  1.15934E+01    1.33630E-01  -3.28520E-01   2.37700E+00  -4.27220E+00   3.27060E+00
   4 <-  2  1.18393E+01    8.28280E-02  -1.24090E-01   8.92300E-01  -1.57440E+00   1.17690E+00
   5 <-  2  1.20712E+01    2.36270E-02  -9.90420E-03   7.57160E-02  -1.25070E-01   9.04910E-02
   6 <-  2  1.22890E+01    2.06010E-02  -7.59920E-03   5.06270E-02  -9.51210E-02   7.24880E-02
   7 <-  2  1.24928E+01    4.58100E-02  -3.69820E-02   2.64580E-01  -4.67780E-01   3.53680E-01
   8 <-  2  1.26826E+01    6.31230E-02  -6.91190E-02   4.84860E-01  -8.45590E-01   6.22880E-01
   9 <-  2  1.28582E+01    6.64720E-02  -7.58580E-02   5.43340E-01  -9.29740E-01   6.84120E-01
  10 <-  2  1.30191E+01    6.53150E-02  -7.25440E-02   5.24820E-01  -8.86390E-01   6.49790E-01
  11 <-  2  1.31647E+01    6.29640E-02  -6.67860E-02   4.78510E-01  -8.03580E-01   5.83050E-01
  12 <-  2  1.32943E+01    5.64720E-02  -5.33280E-02   3.86720E-01  -6.42440E-01   4.66120E-01
  13 <-  2  1.34067E+01    3.94000E-02  -2.59460E-02   2.24060E-01  -3.52290E-01   2.71590E-01
  14 <-  2  1.35006E+01    4.25800E-02  -2.99810E-02   2.21110E-01  -3.62020E-01   2.62700E-01
  15 <-  2  1.35743E+01    3.61570E-02  -2.15280E-02   1.57440E-01  -2.57710E-01   1.86050E-01
  16 <-  2  1.36265E+01    2.86280E-02  -1.34580E-02   9.80090E-02  -1.60340E-01   1.15440E-01
  17 <-  2  1.36571E+01    2.00880E-02  -6.61560E-03   4.81190E-02  -7.86700E-02   5.65720E-02
  18 <-  2  1.36707E+01    1.23610E-02  -2.50350E-03   1.82050E-02  -2.97520E-02   2.13870E-02
  19 <-  2  1.36758E+01    7.41940E-03  -9.01640E-04   6.55610E-03  -1.07130E-02   7.70000E-03
  20 <-  2  1.36775E+01    4.22560E-03  -2.92430E-04   2.12660E-03  -3.47460E-03   2.49730E-03
  21 <-  2  1.36780E+01    2.20740E-03  -7.98010E-05   5.80320E-04  -9.48150E-04   6.81480E-04
  DE <-  2  1.36782E+01    3.42800E-06   1.20760E-01  -6.35590E-01   2.39030E+00  -1.65200E+00
