# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  2  1.28519E+01    7.77610E-02  -1.31750E-01   1.14260E+00  -2.42520E+00   2.23390E+00
   1 <-  2  1.31305E+01    5.96300E-08   5.97330E-05  -4.87440E-04   3.49790E-03  -3.05850E-03
   2 <-  2  1.33936E+01    4.05970E-02  -3.44100E-02   2.87940E-01  -6.06730E-01   5.38820E-01
   3 <-  2  1.36410E+01    4.30400E-02  -3.78160E-02   3.28780E-01  -6.56250E-01   5.84630E-01
   4 <-  2  1.38737E+01    3.22560E-02  -2.06930E-02   1.78060E-01  -3.42780E-01   2.95940E-01
   5 <-  2  1.40921E+01    1.19860E-02  -2.75500E-03   2.93990E-02  -4.71320E-02   4.24050E-02
   6 <-  2  1.42965E+01    2.43120E-03  -9.74550E-05   6.99790E-04  -6.61000E-04   1.63020E-05
   7 <-  2  1.44872E+01    1.03940E-02  -2.10330E-03   1.65220E-02  -3.44430E-02   2.98880E-02
   8 <-  2  1.46640E+01    1.64180E-02  -5.13930E-03   4.27980E-02  -8.27010E-02   7.11590E-02
   9 <-  2  1.48269E+01    2.07490E-02  -8.09780E-03   6.69010E-02  -1.26290E-01   1.05960E-01
  10 <-  2  1.49755E+01    8.22380E-07   4.54850E-03  -3.56240E-02   1.68010E-01  -1.34810E-01
  11 <-  2  1.51094E+01    2.05100E-02  -7.78300E-03   6.83920E-02  -1.22500E-01   1.03340E-01
  12 <-  2  1.52280E+01    2.04970E-02  -7.72670E-03   6.61140E-02  -1.19060E-01   9.86320E-02
  13 <-  2  1.53302E+01    1.93970E-02  -6.88480E-03   5.79490E-02  -1.04710E-01   8.57830E-02
  14 <-  2  1.54144E+01    1.38830E-02  -3.52250E-03   3.44510E-02  -5.85860E-02   5.08820E-02
  15 <-  2  1.54772E+01   -6.33470E-07   3.13810E-04   5.42090E-03   2.92280E-03   2.64010E-03
  16 <-  2  1.55159E+01    9.74760E-03  -1.72600E-03   1.51890E-02  -2.69110E-02   2.23650E-02
  17 <-  2  1.55396E+01    8.05270E-03  -1.17660E-03   1.02680E-02  -1.82550E-02   1.51160E-02
  18 <-  2  1.55552E+01    6.39680E-03  -7.41900E-04   6.43930E-03  -1.14730E-02   9.47750E-03
  19 <-  2  1.55642E+01    4.51910E-03  -3.70100E-04   3.20230E-03  -5.71290E-03   4.71290E-03
  20 <-  2  1.55676E+01    1.85130E-03  -6.21010E-05   5.36700E-04  -9.57940E-04   7.89840E-04
  DE <-  2  1.55679E+01   -2.35770E-06   2.07400E-02  -1.04510E-01   6.52020E-01  -5.18790E-01
