# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  2  1.07901E+01    2.04270E-01  -8.59670E-01   5.72720E+00  -1.25250E+01   1.05090E+01
   1 <-  2  1.11033E+01    1.15000E-01  -2.68090E-01   1.74980E+00  -3.84330E+00   3.18710E+00
   2 <-  2  1.13996E+01    1.84390E-01  -6.76800E-01   4.30650E+00  -9.40090E+00   7.58810E+00
   3 <-  2  1.16794E+01    1.13720E-01  -2.53370E-01   1.58400E+00  -3.42810E+00   2.71580E+00
   4 <-  2  1.19433E+01    1.89120E-02  -6.92280E-03   4.22750E-02  -9.10950E-02   6.98250E-02
   5 <-  2  1.21913E+01    5.14300E-02  -5.02760E-02   3.09590E-01  -6.51120E-01   5.11480E-01
   6 <-  2  1.24235E+01    9.40940E-02  -1.65790E-01   1.00220E+00  -2.08400E+00   1.60150E+00
   7 <-  2  1.26399E+01    1.11560E-01  -2.30260E-01   1.37690E+00  -2.83580E+00   2.15640E+00
   8 <-  2  1.28401E+01    1.15400E-01  -2.43460E-01   1.43820E+00  -2.93660E+00   2.20660E+00
   9 <-  2  1.30234E+01    1.03460E-01  -1.94450E-01   1.14840E+00  -2.33400E+00   1.76360E+00
  10 <-  2  1.31886E+01    9.50680E-02  -1.62570E-01   9.49450E-01  -1.91820E+00   1.43420E+00
  11 <-  2  1.33341E+01    8.22860E-02  -1.20900E-01   7.01910E-01  -1.41150E+00   1.05190E+00
  12 <-  2  1.34569E+01    6.67360E-02  -7.91980E-02   4.60120E-01  -9.22480E-01   6.91630E-01
  13 <-  2  1.35533E+01    5.26070E-02  -4.90330E-02   2.84720E-01  -5.69170E-01   4.28030E-01
  14 <-  2  1.36186E+01    3.89700E-02  -2.67990E-02   1.55010E-01  -3.08930E-01   2.31560E-01
  15 <-  2  1.36520E+01    2.43500E-02  -1.04420E-02   6.02850E-02  -1.19940E-01   8.97710E-02
  16 <-  2  1.36641E+01    1.46540E-02  -3.77910E-03   2.18040E-02  -4.33530E-02   3.24320E-02
  17 <-  2  1.36703E+01    1.23430E-02  -2.67990E-03   1.54570E-02  -3.07230E-02   2.29790E-02
  18 <-  2  1.36744E+01    9.38770E-03  -1.54990E-03   8.93750E-03  -1.77600E-02   1.32810E-02
  19 <-  2  1.36766E+01    6.53380E-03  -7.50680E-04   4.32840E-03  -8.60020E-03   6.43080E-03
  20 <-  2  1.36776E+01    4.21630E-03  -3.12590E-04   1.80230E-03  -3.58080E-03   2.67740E-03
  21 <-  2  1.36780E+01    2.74400E-03  -1.32390E-04   7.63280E-04  -1.51650E-03   1.13390E-03
  DE <-  2  1.36782E+01    3.73930E-07   3.82110E-03   3.32170E-02   1.84880E-01   1.54140E-02
