# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=6) -> e + D2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  6  1.20380E+01    4.26590E-02  -1.05980E-03   1.98520E-02  -5.45730E-02   7.47140E-02  -3.83520E-02
   1 <-  6  1.22371E+01    1.69450E-01  -3.84680E-02   3.48760E-01  -9.13430E-01   1.19280E+00  -5.81530E-01
   2 <-  6  1.24253E+01    1.82420E-01  -4.76000E-02   3.93760E-01  -9.80240E-01   1.22980E+00  -5.80200E-01
   3 <-  6  1.25987E+01    7.33200E-02  -7.70250E-03   6.40630E-02  -1.67650E-01   2.15740E-01  -1.02210E-01
   4 <-  6  1.27543E+01    7.82110E-02  -9.64440E-03   6.95690E-02  -1.65240E-01   1.99700E-01  -9.10220E-02
   5 <-  6  1.28998E+01    1.15950E-01  -1.93170E-02   1.52210E-01  -3.68440E-01   4.47650E-01  -2.02610E-01
   6 <-  6  1.30405E+01    7.01560E-02  -5.86850E-03   5.33190E-02  -1.27160E-01   1.51140E-01  -6.64820E-02
   7 <-  6  1.31740E+01    3.23470E-03   1.20600E-04  -2.83690E-04   1.11490E-03  -1.88670E-03   1.07840E-03
   8 <-  6  1.33002E+01    4.21080E-11  -2.01220E-21   1.98820E-20  -5.01490E-20   6.25360E-20  -2.83570E-20
   9 <-  6  1.33003E+01    4.28040E-02  -2.58030E-03   2.13080E-02  -5.24700E-02   6.43040E-02  -2.88540E-02
  10 <-  6  1.33313E+01    3.97150E-16   6.53300E-22  -8.49140E-21   3.53000E-20  -5.74300E-20   3.17190E-20
  11 <-  6  1.33631E+01   -4.57140E-17   1.35900E-23  -1.21640E-22   4.82420E-22  -7.76200E-22   4.28980E-22
  12 <-  6  1.33943E+01    1.22080E-16   1.92390E-21  -2.17920E-20   8.59820E-20  -1.36670E-19   7.46620E-20
  13 <-  6  1.34188E+01    6.44920E-02  -4.64260E-03   4.40490E-02  -1.03140E-01   1.20160E-01  -5.09650E-02
  14 <-  6  1.34245E+01   -1.55170E-17   1.39990E-22  -1.99480E-21   8.90250E-21  -1.48420E-20   8.24720E-21
  15 <-  6  1.34536E+01   -3.21310E-16   5.90410E-23  -3.14250E-22   8.28650E-22  -1.05780E-21   5.25420E-22
  16 <-  6  1.34819E+01    2.81760E-11  -2.35690E-21   1.14570E-20  -2.49600E-20   2.73170E-20  -1.12710E-20
  17 <-  6  1.35094E+01    5.09960E-15   3.90510E-21  -9.95670E-21   2.13880E-20  -2.39750E-20   1.12350E-20
  18 <-  6  1.35290E+01    6.55130E-02  -3.99370E-03   4.13760E-02  -9.03900E-02   9.78420E-02  -3.79080E-02
  19 <-  6  1.35361E+01    1.32460E-15   1.36950E-20  -3.68360E-20   8.09260E-20  -9.15350E-20   4.28810E-20
  20 <-  6  1.35622E+01    1.62650E-10  -4.54170E-20   2.98040E-19  -6.40880E-19   6.88250E-19  -2.70760E-19
  21 <-  6  1.35876E+01    6.23630E-10  -6.40290E-19   4.29640E-18  -9.10710E-18   9.60060E-18  -3.68530E-18
  22 <-  6  1.36125E+01    4.44620E-09  -1.75260E-17   1.79310E-16  -3.65440E-16   3.64240E-16  -1.25480E-16
  23 <-  6  1.36304E+01    5.55490E-02  -2.73940E-03   2.76580E-02  -5.54660E-02   5.41560E-02  -1.80530E-02
  24 <-  6  1.36368E+01    5.11890E-08  -2.35200E-15   2.34510E-14  -4.67710E-14   4.53460E-14  -1.49490E-14
  25 <-  6  1.36606E+01    5.11770E-08  -2.38660E-15   2.31570E-14  -4.51790E-14   4.25160E-14  -1.33180E-14
  26 <-  6  1.36840E+01    1.68620E-07  -2.65550E-14   2.49070E-13  -4.75640E-13   4.34210E-13  -1.28600E-13
  27 <-  6  1.37069E+01    1.13900E-06  -1.23850E-12   1.12340E-11  -2.09050E-11   1.83530E-11  -5.01780E-12
  28 <-  6  1.37221E+01    4.10560E-02  -1.63400E-03   1.44740E-02  -2.64220E-02   2.24920E-02  -5.73010E-03
  29 <-  6  1.37293E+01    7.82800E-06  -6.01920E-11   5.25340E-10  -9.51700E-10   8.00050E-10  -1.97740E-10
  30 <-  6  1.37513E+01    7.42100E-06  -5.56610E-11   4.66960E-10  -8.20230E-10   6.53180E-10  -1.38970E-10
  31 <-  6  1.37729E+01    2.13830E-05  -4.78630E-10   3.84080E-09  -6.52680E-09   4.87640E-09  -8.28660E-10
  32 <-  6  1.37940E+01    1.60510E-04  -2.68770E-08   2.09890E-07  -3.35030E-07   2.17260E-07  -1.36140E-08
  33 <-  6  1.38028E+01    2.54660E-02  -6.68870E-04   5.18110E-03  -7.95680E-03   4.64850E-03   1.25470E-04
  34 <-  6  1.38146E+01    3.19090E-04  -1.03360E-07   7.90170E-07  -1.13950E-06   5.40060E-07   1.28230E-07
  35 <-  6  1.38346E+01    3.95960E-04  -1.56770E-07   1.15540E-06  -1.44750E-06   2.88750E-07   5.10950E-07
  36 <-  6  1.38539E+01    1.28190E-03  -1.64380E-06   1.14490E-05  -1.16130E-05  -3.40610E-06   9.10490E-06
  37 <-  6  1.38673E+01    1.06480E-02  -1.13720E-04   7.50010E-04  -5.81830E-04  -6.34800E-04   8.62070E-04
  38 <-  6  1.38737E+01    5.08840E-03  -2.60380E-05   1.66060E-04  -1.03760E-04  -1.98280E-04   2.28130E-04
  39 <-  6  1.38906E+01    2.63510E-03  -6.98760E-06   3.94460E-05   3.69590E-07  -1.04790E-04   9.14480E-05
  40 <-  6  1.39058E+01    2.74470E-03  -7.06860E-06   3.18460E-05   5.73080E-05  -2.16130E-04   1.58930E-04
  41 <-  6  1.39192E+01    2.21440E-03  -2.78020E-06   1.02950E-06   1.32500E-04  -3.08350E-04   2.00360E-04
  42 <-  6  1.39332E+01    5.19050E-04   2.99060E-06  -2.52150E-05   1.22540E-04  -2.16080E-04   1.25270E-04
  43 <-  6  1.39481E+01    7.14880E-08   4.14530E-07  -5.15810E-06   2.16310E-05  -3.58510E-05   2.02190E-05
  44 <-  6  1.39631E+01    1.49270E-07   3.79970E-06  -1.67380E-06  -2.69600E-05   6.79300E-05  -4.38600E-05
  45 <-  6  1.39781E+01    1.64390E-03   4.14060E-06   2.42830E-05  -1.15470E-04   2.05270E-04  -1.16230E-04
  46 <-  6  1.39930E+01    2.89000E-03   1.14270E-07   7.64990E-05  -2.49460E-04   3.79060E-04  -1.96760E-04
  47 <-  6  1.40080E+01    4.01520E-03  -5.99590E-06   1.43580E-04  -4.02770E-04   5.59190E-04  -2.72560E-04
  48 <-  6  1.40230E+01    5.08780E-03  -1.41960E-05   2.24800E-04  -5.74600E-04   7.45680E-04  -3.44080E-04
  49 <-  6  1.40379E+01    6.12620E-03  -2.44870E-05   3.19470E-04  -7.63970E-04   9.38190E-04  -4.11540E-04
  50 <-  6  1.40528E+01    7.12900E-03  -3.67480E-05   4.25770E-04  -9.67380E-04   1.13330E-03  -4.73800E-04
  51 <-  6  1.40677E+01    8.08810E-03  -5.07880E-05   5.41240E-04  -1.18030E-03   1.32700E-03  -5.29830E-04
  52 <-  6  1.40825E+01    9.00470E-03  -6.65460E-05   6.64680E-04  -1.40180E-03   1.52030E-03  -5.80890E-04
  53 <-  6  1.40971E+01    9.87770E-03  -8.38370E-05   7.94450E-04  -1.62990E-03   1.71250E-03  -6.27680E-04
  54 <-  6  1.41117E+01    1.07100E-02  -1.02490E-04   9.29400E-04  -1.86310E-03   1.90340E-03  -6.70590E-04
  55 <-  6  1.41262E+01    1.14980E-02  -1.22210E-04   1.06730E-03  -2.09810E-03   2.09110E-03  -7.09720E-04
  56 <-  6  1.41405E+01    1.22440E-02  -1.42900E-04   1.20760E-03  -2.33500E-03   2.27690E-03  -7.46350E-04
  57 <-  6  1.41548E+01    1.29440E-02  -1.64250E-04   1.34800E-03  -2.57050E-03   2.45910E-03  -7.80490E-04
  58 <-  6  1.41689E+01    1.35880E-02  -1.85850E-04   1.48550E-03  -2.80000E-03   2.63500E-03  -8.12410E-04
  59 <-  6  1.41828E+01    1.41970E-02  -2.08240E-04   1.62400E-03  -3.03400E-03   2.81820E-03  -8.48490E-04
  60 <-  6  1.41967E+01    1.47740E-02  -2.31570E-04   1.76440E-03  -3.27480E-03   3.01200E-03  -8.90310E-04
  61 <-  6  1.42104E+01    1.52550E-02  -2.48700E-04   1.87050E-03  -3.42890E-03   3.09610E-03  -8.80930E-04
  62 <-  6  1.42239E+01    1.56840E-02  -2.64790E-04   1.96760E-03  -3.56640E-03   3.16540E-03  -8.67250E-04
  63 <-  6  1.42373E+01    1.60740E-02  -2.80170E-04   2.05820E-03  -3.69330E-03   3.22670E-03  -8.52160E-04
  64 <-  6  1.42505E+01    1.64060E-02  -2.93240E-04   2.13360E-03  -3.78960E-03   3.25650E-03  -8.25550E-04
  65 <-  6  1.42636E+01    1.66990E-02  -3.05740E-04   2.20290E-03  -3.87980E-03   3.28770E-03  -8.03420E-04
  66 <-  6  1.42765E+01    1.69890E-02  -3.21390E-04   2.28550E-03  -4.01430E-03   3.38450E-03  -8.16060E-04
  67 <-  6  1.42893E+01    1.71480E-02  -3.22680E-04   2.29510E-03  -3.96030E-03   3.24030E-03  -7.14930E-04
  68 <-  6  1.43019E+01    1.72530E-02  -3.19350E-04   2.28000E-03  -3.84810E-03   3.02700E-03  -5.83350E-04
  69 <-  6  1.43144E+01    1.73240E-02  -3.15180E-04   2.25850E-03  -3.73000E-03   2.81600E-03  -4.57050E-04
  70 <-  6  1.43267E+01    1.73700E-02  -3.11290E-04   2.23570E-03  -3.62030E-03   2.62670E-03  -3.45730E-04
  71 <-  6  1.43388E+01    1.73900E-02  -3.07000E-04   2.20910E-03  -3.51060E-03   2.44630E-03  -2.42400E-04
  72 <-  6  1.43509E+01    1.73980E-02  -3.03530E-04   2.18550E-03  -3.41700E-03   2.29450E-03  -1.55950E-04
  73 <-  6  1.43627E+01    1.73850E-02  -2.99870E-04   2.15940E-03  -3.32690E-03   2.15630E-03  -7.98590E-05
  74 <-  6  1.43744E+01    1.73470E-02  -2.95780E-04   2.12980E-03  -3.23640E-03   2.02600E-03  -1.10270E-05
  75 <-  6  1.43859E+01    1.72910E-02  -2.91370E-04   2.09750E-03  -3.14720E-03   1.90480E-03   5.02470E-05
  76 <-  6  1.43973E+01    1.72170E-02  -2.86870E-04   2.06390E-03  -3.06210E-03   1.79600E-03   1.02660E-04
  77 <-  6  1.44085E+01    1.71220E-02  -2.80640E-04   2.02150E-03  -2.95820E-03   1.66670E-03   1.63110E-04
  78 <-  6  1.44196E+01    1.70010E-02  -2.72640E-04   1.96990E-03  -2.83580E-03   1.51890E-03   2.30130E-04
  79 <-  6  1.44305E+01    1.68540E-02  -2.63390E-04   1.91120E-03  -2.70140E-03   1.36170E-03   2.99060E-04
  80 <-  6  1.44413E+01    1.66800E-02  -2.52730E-04   1.84470E-03  -2.55330E-03   1.19310E-03   3.70590E-04
  81 <-  6  1.44519E+01    1.64920E-02  -2.41870E-04   1.77690E-03  -2.40630E-03   1.03010E-03   4.37640E-04
  82 <-  6  1.44623E+01    1.63040E-02  -2.31570E-04   1.71210E-03  -2.26970E-03   8.82890E-04   4.96170E-04
  83 <-  6  1.44727E+01    1.61000E-02  -2.21250E-04   1.64650E-03  -2.13660E-03   7.45510E-04   5.47680E-04
  84 <-  6  1.44828E+01    1.58920E-02  -2.11540E-04   1.58370E-03  -2.01460E-03   6.25700E-04   5.89390E-04
  85 <-  6  1.44929E+01    1.56800E-02  -2.02140E-04   1.52270E-03  -1.89860E-03   5.15150E-04   6.26080E-04
  86 <-  6  1.45028E+01    1.54600E-02  -1.92640E-04   1.46110E-03  -1.78390E-03   4.09240E-04   6.59090E-04
  87 <-  6  1.45125E+01    1.52310E-02  -1.83090E-04   1.39910E-03  -1.67100E-03   3.07910E-04   6.88800E-04
  88 <-  6  1.45221E+01    1.50000E-02  -1.73740E-04   1.33860E-03  -1.56200E-03   2.12170E-04   7.15640E-04
  89 <-  6  1.45316E+01    1.47610E-02  -1.64240E-04   1.27720E-03  -1.45250E-03   1.17260E-04   7.41380E-04
  90 <-  6  1.45409E+01    1.45150E-02  -1.54860E-04   1.21640E-03  -1.34600E-03   2.77000E-05   7.63900E-04
  91 <-  6  1.45502E+01    1.42640E-02  -1.45430E-04   1.15560E-03  -1.23990E-03  -6.08220E-05   7.85610E-04
  92 <-  6  1.45592E+01    1.40090E-02  -1.36230E-04   1.09600E-03  -1.13780E-03  -1.43260E-04   8.03980E-04
  93 <-  6  1.45682E+01    1.37450E-02  -1.26910E-04   1.03570E-03  -1.03500E-03  -2.25910E-04   8.22030E-04
  94 <-  6  1.45770E+01    1.34810E-02  -1.17840E-04   9.77080E-04  -9.35870E-04  -3.04030E-04   8.37980E-04
  95 <-  6  1.45857E+01    1.32140E-02  -1.08750E-04   9.18570E-04  -8.36580E-04  -3.82820E-04   8.54370E-04
  96 <-  6  1.45942E+01    1.29450E-02  -1.00060E-04   8.62270E-04  -7.43230E-04  -4.53700E-04   8.66820E-04
  97 <-  6  1.46027E+01    1.26710E-02  -9.13270E-05   8.05840E-04  -6.49100E-04  -5.25940E-04   8.80000E-04
  98 <-  6  1.46110E+01    1.23900E-02  -8.27690E-05   7.50260E-04  -5.57930E-04  -5.93660E-04   8.90620E-04
  99 <-  6  1.46191E+01    1.20900E-02  -7.43480E-05   6.94570E-04  -4.70030E-04  -6.53710E-04   8.95900E-04
  100 <-  6  1.46271E+01    1.17310E-02  -6.55130E-05   6.34080E-04  -3.81110E-04  -7.04220E-04   8.91480E-04
  101 <-  6  1.46346E+01    1.11080E-02  -5.46880E-05   5.50600E-04  -2.86560E-04  -7.10820E-04   8.42120E-04
  DE <-  6  1.46399E+01    1.76830E-01  -7.91940E-02   4.68820E-01  -1.11040E+00   1.35240E+00  -6.40980E-01
