# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=6) -> e + D2(EF1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  6  1.03243E+01   -1.26250E-07   1.35010E-02  -5.82580E-02   1.44410E-01  -1.49070E-01   5.02080E-02
   1 <-  6  1.03685E+01    2.15060E-10   2.45190E-10  -7.86850E-10   1.43660E-09  -7.08300E-10  -1.75200E-10
   2 <-  6  1.04747E+01   -3.43020E-09   2.25990E-08  -7.44970E-08   1.28250E-07  -4.85740E-08  -2.94970E-08
   3 <-  6  1.05336E+01   -3.28890E-05   2.50060E-01  -8.53820E-01   1.42930E+00  -4.40600E-01  -4.35890E-01
   4 <-  6  1.05776E+01    3.54700E-09   1.16290E-08  -3.61020E-08   8.73600E-08  -1.01170E-07   5.18830E-08
   5 <-  6  1.06770E+01   -1.88090E-07   1.75910E-05  -5.61800E-05   8.53730E-05  -1.13950E-05  -3.62690E-05
   6 <-  6  1.07308E+01    1.48630E-04   5.97830E-01  -1.88970E+00   2.66440E+00   1.51730E-01  -1.58580E+00
   7 <-  6  1.07726E+01    4.91590E-09   3.77800E-04  -1.17580E-03   1.52570E-03   4.35580E-04  -1.21800E-03
   8 <-  6  1.08636E+01   -5.27050E-06   3.58190E-04  -1.04510E-03   8.24930E-04   1.83000E-03  -2.09750E-03
   9 <-  6  1.09098E+01   -3.49140E-06   1.26270E-03  -1.13970E-02   4.88350E-02  -8.45170E-02   4.99140E-02
  10 <-  6  1.09522E+01    1.47850E-06   3.60170E-03  -1.23300E-02   2.28660E-02  -1.50800E-02   2.00610E-03
  11 <-  6  1.10263E+01    9.19120E-07   3.21150E-02  -9.59480E-02   1.15600E-01   4.26140E-02  -9.22080E-02
  12 <-  6  1.10755E+01    3.43820E-05   1.14100E-01  -3.21590E-01   2.97480E-01   3.65200E-01  -4.52040E-01
  13 <-  6  1.11315E+01    3.33310E-02   6.92970E-02  -1.78060E-01   8.68090E-02   3.99210E-01  -3.76550E-01
  14 <-  6  1.11964E+01    6.13650E-02   3.97570E-02  -7.36830E-02  -9.80920E-02   5.12780E-01  -3.81200E-01
  15 <-  6  1.12574E+01    7.19450E-02   1.42180E-02   8.45750E-03  -2.15370E-01   5.29320E-01  -3.38270E-01
  16 <-  6  1.13185E+01    5.74710E-02  -3.02050E-03   3.81880E-02  -1.61700E-01   2.86450E-01  -1.61740E-01
  17 <-  6  1.13814E+01    1.55120E-02  -7.98700E-04   4.24060E-03  -1.25090E-02   1.75970E-02  -8.53880E-03
  18 <-  6  1.14439E+01   -6.10380E-08   5.18550E-03  -2.34280E-02   6.50110E-02  -8.20770E-02   3.91110E-02
  19 <-  6  1.15056E+01    2.04080E-07   1.80030E-02  -6.36460E-02   1.26940E-01  -1.05160E-01   3.40630E-02
  20 <-  6  1.15670E+01   -7.17250E-06   3.09810E-02  -9.82520E-02   1.57750E-01  -7.53890E-02   2.38940E-03
  21 <-  6  1.16281E+01    4.96930E-05   3.97200E-02  -1.20790E-01   1.76070E-01  -5.68990E-02  -1.30990E-02
  22 <-  6  1.16884E+01    1.17380E-05   4.24570E-02  -1.28380E-01   1.86850E-01  -6.78950E-02  -2.09390E-03
  23 <-  6  1.17479E+01    1.88250E-05   3.92430E-02  -1.21460E-01   1.90450E-01  -1.04520E-01   2.98820E-02
  24 <-  6  1.18065E+01    1.50300E-05   3.18040E-02  -1.03050E-01   1.81670E-01  -1.43040E-01   6.47900E-02
  25 <-  6  1.18643E+01   -3.72740E-05   2.26400E-02  -7.85670E-02   1.59400E-01  -1.63740E-01   8.75870E-02
  26 <-  6  1.19211E+01   -6.48730E-07   1.38870E-02  -5.33240E-02   1.26910E-01  -1.59080E-01   9.20540E-02
  27 <-  6  1.19769E+01    3.30330E-06   6.91610E-03  -3.12090E-02   8.92560E-02  -1.30750E-01   7.88990E-02
  28 <-  6  1.20317E+01    1.85500E-08   2.38430E-03  -1.46350E-02   5.22140E-02  -8.67630E-02   5.34770E-02
  29 <-  6  1.20853E+01   -2.56750E-06   3.49680E-04  -4.60330E-03   2.10540E-02  -3.79510E-02   2.32410E-02
  30 <-  6  1.21379E+01    5.13120E-03   2.82640E-04   4.54660E-04  -5.65530E-03   1.35270E-02  -9.07690E-03
  31 <-  6  1.21893E+01    2.53370E-02  -3.78840E-04   9.37820E-03  -4.19810E-02   7.60850E-02  -4.41020E-02
  32 <-  6  1.22394E+01    3.18290E-02   7.43480E-04   1.05820E-02  -5.84070E-02   1.11850E-01  -6.43300E-02
  33 <-  6  1.22884E+01    3.34430E-02   3.15010E-03   5.30510E-03  -5.60130E-02   1.20030E-01  -6.92160E-02
  34 <-  6  1.23360E+01    3.06390E-02   6.46940E-03  -5.49710E-03  -3.59450E-02   1.01000E-01  -5.91410E-02
  35 <-  6  1.23822E+01    2.27520E-02   1.02350E-02  -1.99980E-02  -2.59620E-03   6.04680E-02  -3.73800E-02
  36 <-  6  1.24271E+01    6.95020E-06   1.37530E-02  -3.51490E-02   3.63790E-02   8.42460E-03  -9.10900E-03
  37 <-  6  1.24704E+01    7.72690E-06   1.47450E-02  -4.09040E-02   5.71550E-02  -2.63980E-02   1.24920E-02
  38 <-  6  1.25121E+01   -5.94890E-07   1.50530E-02  -4.43560E-02   7.32070E-02  -5.61970E-02   3.12320E-02
  39 <-  6  1.25519E+01    1.78760E-06   1.48280E-02  -4.67090E-02   8.89510E-02  -8.76760E-02   5.07060E-02
  40 <-  6  1.25898E+01    1.38420E-06   1.41050E-02  -4.71420E-02   9.96970E-02  -1.12170E-01   6.58680E-02
  41 <-  6  1.26254E+01    5.82600E-06   1.29390E-02  -4.51240E-02   1.02090E-01  -1.23440E-01   7.31250E-02
  42 <-  6  1.26584E+01    1.49140E-05   1.14310E-02  -4.10530E-02   9.71000E-02  -1.22640E-01   7.31350E-02
  43 <-  6  1.26882E+01    1.21760E-06   9.67410E-03  -3.55200E-02   8.68020E-02  -1.13040E-01   6.77580E-02
