# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=6) -> e + D2(D1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  6  1.20273E+01    1.15480E-01   5.94750E-02  -3.24120E-01   7.25260E-01  -7.26120E-01   2.72940E-01
   1 <-  6  1.22260E+01    4.28500E-01   4.45510E-01  -2.44020E+00   5.33210E+00  -5.11410E+00   1.85320E+00
   2 <-  6  1.24165E+01    3.89040E-01   5.57880E-01  -2.92340E+00   6.36990E+00  -6.21610E+00   2.29340E+00
   3 <-  6  1.25991E+01    2.25650E-01  -7.74860E-03  -5.56720E-02   1.72950E-01  -1.31730E-01   3.50090E-02
   4 <-  6  1.27739E+01    1.66260E-01   1.67200E-01  -8.55660E-01   1.87170E+00  -1.85640E+00   6.94540E-01
   5 <-  6  1.29410E+01    2.80750E-01   1.65500E-01  -9.56350E-01   2.17160E+00  -2.13520E+00   7.91790E-01
   6 <-  6  1.31005E+01    1.29610E-01   3.26540E-02  -1.94980E-01   4.51290E-01  -4.48230E-01   1.68130E-01
   7 <-  6  1.32526E+01    6.52720E-02   7.79550E-04  -1.00790E-02   2.33370E-02  -1.82020E-02   4.85950E-03
   8 <-  6  1.33973E+01    1.76890E-01   4.25400E-02  -2.58150E-01   5.81860E-01  -5.51970E-01   1.96600E-01
   9 <-  6  1.35346E+01    1.87830E-01   8.65730E-02  -4.73730E-01   1.04610E+00  -1.01040E+00   3.67720E-01
  10 <-  6  1.36645E+01    1.37310E-01   8.34110E-02  -4.27830E-01   9.29210E-01  -9.05820E-01   3.33020E-01
  11 <-  6  1.37871E+01    6.59670E-02   4.56120E-02  -2.23690E-01   4.81270E-01  -4.74710E-01   1.76700E-01
  12 <-  6  1.39022E+01   -3.97830E-07   8.88570E-03  -4.28760E-02   9.19500E-02  -9.13660E-02   3.42180E-02
  13 <-  6  1.40098E+01    2.81780E-02  -1.37670E-03   5.74770E-03  -1.25460E-02   1.39820E-02  -5.79600E-03
  14 <-  6  1.41098E+01    6.08490E-02   5.43890E-03  -2.90670E-02   6.01490E-02  -5.24790E-02   1.70640E-02
  15 <-  6  1.42019E+01    7.75250E-02   1.83900E-02  -9.21500E-02   1.93130E-01  -1.80030E-01   6.32580E-02
  16 <-  6  1.42861E+01    8.48420E-02   2.82290E-02  -1.39760E-01   2.94110E-01  -2.78420E-01   9.94330E-02
  17 <-  6  1.43619E+01    8.60250E-02   3.19370E-02  -1.57840E-01   3.33220E-01  -3.17650E-01   1.14250E-01
  18 <-  6  1.44292E+01    8.29610E-02   3.05150E-02  -1.51170E-01   3.20210E-01  -3.06700E-01   1.10830E-01
  19 <-  6  1.44877E+01    7.72100E-02   2.59930E-02  -1.29310E-01   2.74520E-01  -2.63370E-01   9.52930E-02
  20 <-  6  1.45370E+01    6.95950E-02   2.03420E-02  -1.01690E-01   2.16170E-01  -2.07340E-01   7.49490E-02
  21 <-  6  1.45767E+01    6.05400E-02   1.47870E-02  -7.42670E-02   1.58050E-01  -1.51500E-01   5.46960E-02
  22 <-  6  1.46066E+01    5.01180E-02   9.78950E-03  -4.93590E-02   1.05130E-01  -1.00700E-01   3.63120E-02
  23 <-  6  1.46262E+01    3.75330E-02   5.35690E-03  -2.70840E-02   5.77130E-02  -5.52540E-02   1.99060E-02
  24 <-  6  1.46356E+01    2.24950E-02   1.90070E-03  -9.62320E-03   2.05110E-02  -1.96310E-02   7.06930E-03
  25 <-  6  1.46388E+01    1.35200E-02   6.83710E-04  -3.46310E-03   7.38190E-03  -7.06450E-03   2.54350E-03
  26 <-  6  1.46398E+01    5.39680E-03   1.08780E-04  -5.51080E-04   1.17470E-03  -1.12420E-03   4.04720E-04
  DE <-  6  1.46399E+01    3.86380E-01   3.30560E-01  -1.87760E+00   4.07170E+00  -3.90680E+00   1.37860E+00
