# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=6) -> e + D2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  6  1.18815E+01    1.55670E-02  -5.74660E-03   5.28190E-02  -1.15290E-01   1.10040E-01
   1 <-  6  1.20819E+01    5.00960E-02  -5.82730E-02   5.32580E-01  -1.19320E+00   1.17500E+00
   2 <-  6  1.22746E+01    5.31140E-02  -6.41490E-02   5.76390E-01  -1.26460E+00   1.21440E+00
   3 <-  6  1.24592E+01    2.19680E-02  -1.10150E-02   9.62240E-02  -2.15010E-01   2.06200E-01
   4 <-  6  1.26359E+01    2.74780E-02  -1.66510E-02   1.49440E-01  -3.16090E-01   2.96970E-01
   5 <-  6  1.28050E+01    3.73240E-02  -3.05590E-02   2.65390E-01  -5.65880E-01   5.21640E-01
   6 <-  6  1.29670E+01    1.58650E-02  -5.48310E-03   4.73680E-02  -9.92870E-02   9.07020E-02
   7 <-  6  1.31221E+01    9.62450E-03  -1.97370E-03   1.68330E-02  -3.60210E-02   3.24880E-02
   8 <-  6  1.32704E+01    2.52370E-02  -1.34650E-02   1.14520E-01  -2.39270E-01   2.13590E-01
   9 <-  6  1.34117E+01    2.90110E-02  -1.75540E-02   1.48090E-01  -3.04930E-01   2.68400E-01
  10 <-  6  1.35460E+01    2.09510E-02  -9.05110E-03   8.14170E-02  -1.59460E-01   1.43830E-01
  11 <-  6  1.36731E+01    1.21450E-02  -2.97170E-03   2.73800E-02  -5.12410E-02   4.58320E-02
  12 <-  6  1.37933E+01   -8.52480E-08   3.43450E-05   3.63390E-04   8.59150E-04  -4.30880E-04
  13 <-  6  1.39064E+01    5.30110E-03  -5.84250E-04   4.60760E-03  -1.01500E-02   8.91510E-03
  14 <-  6  1.40124E+01    1.08530E-02  -2.38350E-03   2.01220E-02  -4.08600E-02   3.60780E-02
  15 <-  6  1.41111E+01    1.46500E-02  -4.27310E-03   3.63040E-02  -7.18040E-02   6.27110E-02
  16 <-  6  1.42024E+01    1.66380E-02  -5.44560E-03   4.61340E-02  -8.98750E-02   7.76030E-02
  17 <-  6  1.42861E+01    1.71680E-02  -5.74260E-03   4.83670E-02  -9.32550E-02   7.96340E-02
  18 <-  6  1.43616E+01    1.65750E-02  -5.31150E-03   4.45170E-02  -8.51080E-02   7.19940E-02
  19 <-  6  1.44286E+01    1.45440E-02  -4.06480E-03   3.48470E-02  -6.53590E-02   5.55620E-02
  20 <-  6  1.44862E+01   -1.61480E-06   6.59880E-04  -7.00410E-04   2.08300E-02  -1.32600E-02
  21 <-  6  1.45332E+01    9.72150E-03  -1.80110E-03   1.64350E-02  -2.96080E-02   2.56480E-02
  22 <-  6  1.45679E+01    7.73470E-03  -1.13700E-03   1.03280E-02  -1.85730E-02   1.59950E-02
  23 <-  6  1.45911E+01    6.22730E-03  -7.35780E-04   6.66240E-03  -1.19670E-02   1.02650E-02
  24 <-  6  1.46081E+01    5.26970E-03  -5.26260E-04   4.75400E-03  -8.53260E-03   7.29780E-03
  25 <-  6  1.46208E+01    4.43730E-03  -3.72790E-04   3.36140E-03  -6.03020E-03   5.14600E-03
  26 <-  6  1.46300E+01    3.62990E-03  -2.49330E-04   2.24510E-03  -4.02630E-03   3.43030E-03
  27 <-  6  1.46359E+01    2.77930E-03  -1.46110E-04   1.31460E-03  -2.35700E-03   2.00600E-03
  28 <-  6  1.46390E+01    1.75170E-03  -5.80310E-05   5.21890E-04  -9.35600E-04   7.95840E-04
  29 <-  6  1.46398E+01    4.96350E-04  -4.65890E-06   4.18920E-05  -7.51010E-05   6.38730E-05
  DE <-  6  1.46399E+01    1.01310E-06   7.83280E-02  -5.48020E-01   1.84080E+00  -1.39740E+00
