# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=6) -> e + D2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  6  1.19649E+01    1.50080E-02  -4.21580E-03   2.63240E-02  -5.06560E-02   3.95470E-02
   1 <-  6  1.21617E+01    4.53370E-02  -3.60020E-02   2.38060E-01  -4.26490E-01   3.08970E-01
   2 <-  6  1.23534E+01    4.10990E-02  -2.98360E-02   1.98420E-01  -3.57590E-01   2.62190E-01
   3 <-  6  1.25347E+01    1.48130E-02  -3.42500E-03   2.77350E-02  -4.08870E-02   2.72880E-02
   4 <-  6  1.27069E+01    2.09170E-02  -7.86840E-03   4.87150E-02  -9.23430E-02   6.90220E-02
   5 <-  6  1.28726E+01    2.62840E-02  -1.18780E-02   7.79220E-02  -1.35330E-01   9.88370E-02
   6 <-  6  1.30320E+01    1.12450E-02  -2.10870E-03   1.52060E-02  -2.42070E-02   1.78270E-02
   7 <-  6  1.31845E+01    5.33170E-03  -4.80120E-04   2.77300E-03  -5.14340E-03   3.50270E-03
   8 <-  6  1.33298E+01    1.68280E-02  -4.70000E-03   2.93070E-02  -5.07410E-02   3.49720E-02
   9 <-  6  1.34673E+01    1.54410E-02  -3.96190E-03   2.85060E-02  -4.67280E-02   3.42550E-02
  10 <-  6  1.35982E+01    1.68260E-02  -4.70980E-03   3.02890E-02  -5.18970E-02   3.61780E-02
  11 <-  6  1.37222E+01    1.19070E-02  -2.38100E-03   1.49450E-02  -2.61270E-02   1.80680E-02
  12 <-  6  1.38390E+01    5.92680E-03  -6.00150E-04   3.61440E-03  -6.52580E-03   4.41190E-03
  13 <-  6  1.39489E+01    1.69130E-08   8.24970E-06  -6.04750E-05   1.68520E-04  -1.00010E-04
  14 <-  6  1.40518E+01    3.67440E-03  -2.16780E-04   1.60200E-03  -2.64680E-03   2.23500E-03
  15 <-  6  1.41474E+01    7.12510E-03  -8.47220E-04   5.55940E-03  -9.82120E-03   7.63420E-03
  16 <-  6  1.42356E+01    9.36720E-03  -1.47950E-03   9.32090E-03  -1.68970E-02   1.28750E-02
  17 <-  6  1.43164E+01    1.04960E-02  -1.86730E-03   1.14920E-02  -2.11790E-02   1.60220E-02
  18 <-  6  1.43892E+01    1.02310E-02  -1.78870E-03   1.10260E-02  -2.05580E-02   1.57560E-02
  19 <-  6  1.44539E+01    1.03010E-02  -1.80910E-03   1.08600E-02  -2.04540E-02   1.54620E-02
  20 <-  6  1.45099E+01    9.68520E-03  -1.59840E-03   9.46370E-03  -1.79580E-02   1.35110E-02
  21 <-  6  1.45567E+01    8.68280E-03  -1.28380E-03   7.52370E-03  -1.43560E-02   1.07650E-02
  22 <-  6  1.45937E+01    7.43010E-03  -9.39540E-04   5.46670E-03  -1.04730E-02   7.83670E-03
  23 <-  6  1.46199E+01    5.90290E-03  -5.92750E-04   3.43300E-03  -6.59500E-03   4.92900E-03
  24 <-  6  1.46348E+01    3.90900E-03  -2.59880E-04   1.50140E-03  -2.88860E-03   2.15770E-03
  25 <-  6  1.46392E+01    1.39660E-03  -3.31680E-05   1.91490E-04  -3.68590E-04   2.75290E-04
  26 <-  6  1.46398E+01    4.87010E-04  -4.03340E-06   2.32830E-05  -4.48190E-05   3.34730E-05
  DE <-  6  1.46399E+01   -7.26480E-08   1.36770E-02  -1.15020E-01   3.36970E-01  -2.33450E-01
