# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=6) -> e + D2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  6  9.81448E+00    1.82110E-02  -6.66690E-03   4.27340E-02  -8.20660E-02   5.57830E-02
   1 <-  6  1.00396E+01    6.58090E-02  -9.13620E-02   6.41870E-01  -1.34310E+00   1.14560E+00
   2 <-  6  1.02561E+01    1.68440E-01  -5.94090E-01   4.06340E+00  -8.69980E+00   7.34980E+00
   3 <-  6  1.04643E+01    1.01980E-01  -2.15800E-01   1.48060E+00  -3.12310E+00   2.63720E+00
   4 <-  6  1.06642E+01    1.07750E-01  -2.41210E-01   1.63470E+00  -3.56090E+00   3.03220E+00
   5 <-  6  1.08560E+01    1.56520E-02  -4.86630E-03   3.31470E-02  -6.42160E-02   5.22320E-02
   6 <-  6  1.10399E+01    1.04660E-01  -2.21640E-01   1.44290E+00  -3.13370E+00   2.57360E+00
   7 <-  6  1.12159E+01    1.07900E-01  -2.33860E-01   1.49940E+00  -3.28240E+00   2.66690E+00
   8 <-  6  1.13840E+01    5.48320E-02  -5.99740E-02   3.80270E-01  -8.34750E-01   6.73480E-01
   9 <-  6  1.15442E+01    7.02590E-03  -1.01350E-03   7.12700E-03  -1.57290E-02   1.36250E-02
  10 <-  6  1.16964E+01    5.66830E-02  -6.31080E-02   3.98050E-01  -8.64870E-01   6.92190E-01
  11 <-  6  1.18406E+01    8.34960E-02  -1.35600E-01   8.44870E-01  -1.82360E+00   1.44140E+00
  12 <-  6  1.19765E+01    8.70180E-02  -1.46400E-01   9.09220E-01  -1.95380E+00   1.54180E+00
  13 <-  6  1.21037E+01    8.00400E-02  -1.22820E-01   7.56030E-01  -1.61430E+00   1.26070E+00
  14 <-  6  1.22220E+01    6.59080E-02  -8.26240E-02   5.03920E-01  -1.07040E+00   8.26580E-01
  15 <-  6  1.23306E+01    4.79690E-02  -4.35330E-02   2.63970E-01  -5.59760E-01   4.29330E-01
  16 <-  6  1.24287E+01    3.00380E-02  -1.70420E-02   1.03220E-01  -2.19840E-01   1.68410E-01
  17 <-  6  1.25153E+01    1.50880E-02  -4.31700E-03   2.62250E-02  -5.67640E-02   4.35660E-02
  18 <-  6  1.25889E+01    4.07730E-03  -3.21420E-04   1.96690E-03  -4.48000E-03   3.43390E-03
  19 <-  6  1.26478E+01    2.45650E-03  -9.18800E-05   4.65180E-04  -3.03750E-04   1.38810E-04
  20 <-  6  1.26906E+01    5.67510E-03  -5.67600E-04   3.28100E-03  -5.83950E-03   4.33780E-03
  21 <-  6  1.27170E+01    5.90350E-03  -6.22550E-04   3.62920E-03  -6.79210E-03   5.07510E-03
  22 <-  6  1.27305E+01    4.57030E-03  -3.74440E-04   2.18720E-03  -4.14880E-03   3.10340E-03
  23 <-  6  1.27369E+01    3.64340E-03  -2.38260E-04   1.39270E-03  -2.65480E-03   1.98650E-03
  24 <-  6  1.27414E+01    3.37030E-03  -2.04040E-04   1.19320E-03  -2.28150E-03   1.70750E-03
  25 <-  6  1.27448E+01    2.93390E-03  -1.54700E-04   9.04890E-04  -1.73390E-03   1.29790E-03
  26 <-  6  1.27471E+01    2.40560E-03  -1.04040E-04   6.08650E-04  -1.16780E-03   8.74240E-04
  27 <-  6  1.27486E+01    1.87700E-03  -6.33530E-05   3.70670E-04  -7.11810E-04   5.32870E-04
  28 <-  6  1.27494E+01    1.40350E-03  -3.54240E-05   2.07270E-04  -3.98220E-04   2.98120E-04
  29 <-  6  1.27498E+01    1.00260E-03  -1.80780E-05   1.05780E-04  -2.03280E-04   1.52180E-04
  30 <-  6  1.27501E+01    7.40730E-04  -9.86830E-06   5.77440E-05  -1.10980E-04   8.30850E-05
  DE <-  6  1.27502E+01    4.25590E-06   2.16580E-01  -2.06880E+00   6.75020E+00  -4.90660E+00
