# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=6) -> e + D2(B1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  6  9.22675E+00    1.72170E+00   1.33970E+00  -9.99130E+00   2.83300E+01  -2.79960E+01   1.00970E+01
   1 <-  6  9.34374E+00    2.06610E-01   3.13410E-02  -2.05710E-01   5.62780E-01  -6.23060E-01   2.61000E-01
   2 <-  6  9.45830E+00    9.00780E-01   3.28710E-01  -2.52630E+00   7.29030E+00  -7.29290E+00   2.72090E+00
   3 <-  6  9.57059E+00    9.52110E-01   3.39780E-01  -2.71130E+00   8.03210E+00  -8.47420E+00   3.41680E+00
   4 <-  6  9.68069E+00    3.57330E-01   1.35130E-02  -2.34780E-01   9.01590E-01  -1.15370E+00   5.70670E-01
   5 <-  6  9.78867E+00    2.86210E-01   1.18620E-01  -6.55540E-01   1.57150E+00  -1.50720E+00   5.29330E-01
   6 <-  6  9.89455E+00    6.46170E-01   4.20490E-01  -2.51830E+00   6.50590E+00  -6.82570E+00   2.74170E+00
   7 <-  6  9.99837E+00    6.57260E-01   4.20140E-01  -2.55930E+00   6.73890E+00  -7.33120E+00   3.09090E+00
   8 <-  6  1.01002E+01    4.19630E-01   1.89880E-01  -1.15340E+00   3.07540E+00  -3.49240E+00   1.54710E+00
   9 <-  6  1.01999E+01    8.78270E-02   1.43890E-02  -8.55540E-02   2.35320E-01  -2.98570E-01   1.47070E-01
  10 <-  6  1.02977E+01    2.07240E-01   3.91080E-02  -2.33480E-01   5.96330E-01  -5.99010E-01   2.25860E-01
  11 <-  6  1.03935E+01    4.06680E-01   1.68550E-01  -1.00570E+00   2.58810E+00  -2.75250E+00   1.13200E+00
  12 <-  6  1.04874E+01    4.84750E-01   2.56340E-01  -1.51810E+00   3.87670E+00  -4.15820E+00   1.73650E+00
  13 <-  6  1.05794E+01    4.53420E-01   2.49620E-01  -1.45730E+00   3.67730E+00  -3.95560E+00   1.66180E+00
  14 <-  6  1.06694E+01    3.45430E-01   1.69890E-01  -9.71470E-01   2.40860E+00  -2.58650E+00   1.08630E+00
  15 <-  6  1.07576E+01    1.97310E-01   7.45450E-02  -4.12500E-01   9.93790E-01  -1.06020E+00   4.42370E-01
  16 <-  6  1.08439E+01    3.93870E-02   1.11690E-02  -5.74330E-02   1.29180E-01  -1.35090E-01   5.49980E-02
  17 <-  6  1.09283E+01    9.62800E-02  -2.04820E-03   1.84540E-04   2.38400E-02  -3.28430E-02   1.67430E-02
  18 <-  6  1.10110E+01    2.07010E-01   2.57120E-02  -1.73790E-01   4.85020E-01  -5.35700E-01   2.31220E-01
  19 <-  6  1.10919E+01    2.81860E-01   7.07910E-02  -4.36960E-01   1.14200E+00  -1.23470E+00   5.21870E-01
  20 <-  6  1.11710E+01    3.21230E-01   1.10460E-01  -6.59340E-01   1.67310E+00  -1.78500E+00   7.43970E-01
  21 <-  6  1.12483E+01    3.28880E-01   1.31430E-01  -7.69090E-01   1.91360E+00  -2.02010E+00   8.32260E-01
  22 <-  6  1.13240E+01    3.10650E-01   1.30650E-01  -7.53620E-01   1.84680E+00  -1.93280E+00   7.88450E-01
  23 <-  6  1.13979E+01    2.73960E-01   1.10730E-01  -6.32430E-01   1.52790E+00  -1.58160E+00   6.37380E-01
  24 <-  6  1.14702E+01    2.24080E-01   8.24080E-02  -4.66420E-01   1.11370E+00  -1.14480E+00   4.57350E-01
  25 <-  6  1.15408E+01    1.67340E-01   5.23700E-02  -2.94190E-01   6.94880E-01  -7.10240E-01   2.81570E-01
  26 <-  6  1.16097E+01    1.08370E-01   2.68450E-02  -1.49850E-01   3.50380E-01  -3.57080E-01   1.40830E-01
  27 <-  6  1.16771E+01    5.08600E-02   9.18030E-03  -5.10220E-02   1.18090E-01  -1.20550E-01   4.74750E-02
  28 <-  6  1.17429E+01    1.05790E-06   2.74590E-04  -1.83300E-03   4.62010E-03  -5.15600E-03   2.19030E-03
  29 <-  6  1.18070E+01    4.79650E-02  -9.39770E-05   3.92220E-04   1.57640E-03  -2.38720E-03   1.41460E-03
  30 <-  6  1.18697E+01    8.83060E-02   5.55890E-03  -3.06250E-02   7.55700E-02  -7.70370E-02   3.06780E-02
  31 <-  6  1.19307E+01    1.21630E-01   1.46760E-02  -8.06010E-02   1.92140E-01  -1.93100E-01   7.53220E-02
  32 <-  6  1.19902E+01    1.48170E-01   2.47170E-02  -1.35730E-01   3.18770E-01  -3.16970E-01   1.21890E-01
  33 <-  6  1.20482E+01    1.67640E-01   3.46140E-02  -1.89940E-01   4.43220E-01  -4.39980E-01   1.68460E-01
  34 <-  6  1.21046E+01    1.81000E-01   4.27430E-02  -2.34630E-01   5.45380E-01  -5.40830E-01   2.06390E-01
  35 <-  6  1.21595E+01    1.89060E-01   4.82190E-02  -2.65110E-01   6.14490E-01  -6.08280E-01   2.31180E-01
  36 <-  6  1.22128E+01    1.92530E-01   5.08470E-02  -2.80360E-01   6.48590E-01  -6.40680E-01   2.42410E-01
  37 <-  6  1.22646E+01    1.92130E-01   5.08040E-02  -2.81300E-01   6.50030E-01  -6.40650E-01   2.41250E-01
  38 <-  6  1.23148E+01    1.88550E-01   4.85080E-02  -2.70130E-01   6.23970E-01  -6.13470E-01   2.29850E-01
  39 <-  6  1.23633E+01    1.82360E-01   4.45810E-02  -2.50090E-01   5.78020E-01  -5.67170E-01   2.11490E-01
  40 <-  6  1.24101E+01    1.74020E-01   3.97410E-02  -2.24910E-01   5.21020E-01  -5.11200E-01   1.90120E-01
  41 <-  6  1.24551E+01    1.63960E-01   3.45440E-02  -1.97490E-01   4.59470E-01  -4.52070E-01   1.68220E-01
  42 <-  6  1.24983E+01    1.53240E-01   2.86520E-02  -1.66220E-01   3.88060E-01  -3.81050E-01   1.41030E-01
  43 <-  6  1.25394E+01    1.41850E-01   2.29240E-02  -1.35520E-01   3.17780E-01  -3.11120E-01   1.14370E-01
  44 <-  6  1.25783E+01    1.30000E-01   1.76930E-02  -1.07130E-01   2.52640E-01  -2.46520E-01   8.99210E-02
  45 <-  6  1.26146E+01    1.17880E-01   1.31440E-02  -8.20460E-02   1.94910E-01  -1.89520E-01   6.85370E-02
  46 <-  6  1.26480E+01    1.05570E-01   9.36360E-03  -6.07250E-02   1.45630E-01  -1.41100E-01   5.05640E-02
  47 <-  6  1.26780E+01    9.30360E-02   6.35240E-03  -4.32030E-02   1.04820E-01  -1.01230E-01   3.59310E-02
  48 <-  6  1.27038E+01    8.00090E-02   4.05910E-03  -2.92130E-02   7.18480E-02  -6.92180E-02   2.43550E-02
  49 <-  6  1.27244E+01    6.57220E-02   2.36760E-03  -1.81250E-02   4.52190E-02  -4.34920E-02   1.51860E-02
  50 <-  6  1.27383E+01    4.84590E-02   1.14040E-03  -9.22720E-03   2.33010E-02  -2.23860E-02   7.77040E-03
  51 <-  6  1.27451E+01    2.97400E-02   4.01550E-04  -3.35610E-03   8.53270E-03  -8.19380E-03   2.83550E-03
  52 <-  6  1.27478E+01    1.95410E-02   1.68550E-04  -1.42840E-03   3.64200E-03  -3.49670E-03   1.20850E-03
  53 <-  6  1.27491E+01    1.37280E-02   8.20400E-05  -7.00070E-04   1.78740E-03  -1.71590E-03   5.92670E-04
  54 <-  6  1.27497E+01    9.59930E-03   3.98370E-05  -3.41130E-04   8.71580E-04  -8.36670E-04   2.88900E-04
  55 <-  6  1.27500E+01    6.60940E-03   1.88250E-05  -1.61460E-04   4.12670E-04  -3.96150E-04   1.36770E-04
  56 <-  6  1.27502E+01    6.21710E-03   1.66280E-05  -1.42750E-04   3.64900E-04  -3.50290E-04   1.20930E-04
  DE <-  6  1.27502E+01    7.36680E-01   7.77920E-01  -4.91890E+00   1.14360E+01  -1.15080E+01   4.18760E+00
