# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=7) -> e + D2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  7  1.17525E+01    1.59740E-02  -1.18480E-04   2.79980E-03  -7.25100E-03   9.42190E-03  -4.74570E-03
   1 <-  7  1.19517E+01    1.08050E-01  -1.85750E-02   1.41660E-01  -3.53720E-01   4.50740E-01  -2.18510E-01
   2 <-  7  1.21398E+01    2.05740E-01  -5.61000E-02   5.18260E-01  -1.33500E+00   1.72680E+00  -8.40910E-01
   3 <-  7  1.23132E+01    8.10950E-02  -6.37280E-03   7.70730E-02  -1.84170E-01   2.26200E-01  -1.07220E-01
   4 <-  7  1.24688E+01    1.39800E-01  -2.74650E-02   2.22330E-01  -5.57700E-01   7.03260E-01  -3.32510E-01
   5 <-  7  1.26143E+01    3.14600E-02  -1.68030E-03   1.24150E-02  -3.34050E-02   4.34740E-02  -2.06130E-02
   6 <-  7  1.27551E+01    7.53270E-02  -8.72960E-03   6.23540E-02  -1.46690E-01   1.76090E-01  -7.99170E-02
   7 <-  7  1.28885E+01    1.03220E-01  -1.59470E-02   1.20250E-01  -2.89070E-01   3.49540E-01  -1.57700E-01
   8 <-  7  1.30147E+01    7.24270E-11  -6.25530E-21   6.04680E-20  -1.50070E-19   1.83120E-19  -8.21440E-20
   9 <-  7  1.30149E+01    7.12370E-02  -6.43170E-03   5.70520E-02  -1.38760E-01   1.67690E-01  -7.48330E-02
  10 <-  7  1.30459E+01    3.60500E-15   7.02960E-22  -6.09880E-21   1.92560E-20  -2.54460E-20   1.19560E-20
  11 <-  7  1.30776E+01    1.30300E-16   3.55720E-24  -3.73150E-23   1.33350E-22  -1.95240E-22   1.00110E-22
  12 <-  7  1.31089E+01    2.86910E-15   1.46080E-21  -1.36030E-20   4.41420E-20  -5.96000E-20   2.85390E-20
  13 <-  7  1.31334E+01    1.93750E-02   2.24150E-04   3.25550E-03  -8.15060E-03   9.50170E-03  -3.89380E-03
  14 <-  7  1.31390E+01   -2.77350E-16   2.28360E-22  -1.73000E-21   5.58800E-21  -7.84540E-21   3.96440E-21
  15 <-  7  1.31681E+01    8.95890E-12  -2.49420E-22   8.53700E-22  -1.52160E-21   1.47070E-21  -5.57340E-22
  16 <-  7  1.31964E+01   -5.95220E-17   6.32070E-23  -5.50980E-22   1.80380E-21  -2.49450E-21   1.22870E-21
  17 <-  7  1.32239E+01    8.03490E-15   5.56780E-22  -6.22280E-21   2.36830E-20  -3.61930E-20   1.90990E-20
  18 <-  7  1.32436E+01    1.94120E-02  -8.66340E-04   4.79220E-03  -1.14010E-02   1.38050E-02  -6.22380E-03
  19 <-  7  1.32507E+01    1.89260E-11   1.11020E-21  -1.08720E-20   3.55470E-20  -4.56560E-20   2.06790E-20
  20 <-  7  1.32768E+01    5.64050E-11  -6.35980E-21   5.20050E-20  -1.38480E-19   1.74200E-19  -7.93230E-20
  21 <-  7  1.33022E+01    3.30390E-10  -2.42190E-19   1.59180E-18  -3.94740E-18   4.78880E-18  -2.13460E-18
  22 <-  7  1.33270E+01    3.14750E-09  -1.67840E-17   1.18780E-16  -2.85350E-16   3.43240E-16  -1.51920E-16
  23 <-  7  1.33450E+01    4.36690E-02  -3.00150E-03   2.25740E-02  -5.44270E-02   6.54820E-02  -2.89040E-02
  24 <-  7  1.33513E+01    4.17180E-08  -2.68810E-15   2.05470E-14  -4.95650E-14   5.96000E-14  -2.62730E-14
  25 <-  7  1.33752E+01    4.75190E-08  -3.24010E-15   2.62340E-14  -6.32050E-14   7.57190E-14  -3.31700E-14
  26 <-  7  1.33985E+01    1.75940E-07  -4.11480E-14   3.53490E-13  -8.49860E-13   1.01360E-12  -4.40940E-13
  27 <-  7  1.34214E+01    1.32680E-06  -2.16190E-12   1.97530E-11  -4.73490E-11   5.61740E-11  -2.42420E-11
  28 <-  7  1.34367E+01    5.14190E-02  -3.07040E-03   2.93010E-02  -7.00540E-02   8.27670E-02  -3.55020E-02
  29 <-  7  1.34439E+01    1.01330E-05  -1.15870E-10   1.13050E-09  -2.69870E-09   3.18130E-09  -1.36020E-09
  30 <-  7  1.34659E+01    1.06740E-05  -1.17480E-10   1.22950E-09  -2.91960E-09   3.41580E-09  -1.44490E-09
  31 <-  7  1.34874E+01    3.42620E-05  -1.10190E-09   1.24100E-08  -2.92840E-08   3.39670E-08  -1.41950E-08
  32 <-  7  1.35085E+01    2.90720E-04  -7.22250E-08   8.75690E-07  -2.05170E-06   2.35700E-06  -9.71890E-07
  33 <-  7  1.35173E+01    4.88060E-02  -1.95120E-03   2.44590E-02  -5.71030E-02   6.53000E-02  -2.67520E-02
  34 <-  7  1.35291E+01    6.62830E-04  -3.38820E-07   4.45410E-06  -1.03440E-05   1.17490E-05  -4.76760E-06
  35 <-  7  1.35492E+01    9.55110E-04  -6.28500E-07   9.03480E-06  -2.07640E-05   2.32670E-05  -9.26310E-06
  36 <-  7  1.35684E+01    3.65430E-03  -8.16110E-06   1.29120E-04  -2.93210E-04   3.23550E-04  -1.25990E-04
  37 <-  7  1.35818E+01    3.48240E-02  -6.76640E-04   1.15210E-02  -2.59110E-02   2.82410E-02  -1.07980E-02
  38 <-  7  1.35883E+01    1.79380E-02  -1.71330E-04   3.03000E-03  -6.78020E-03   7.34120E-03  -2.77940E-03
  39 <-  7  1.36051E+01    1.17340E-02  -6.46190E-05   1.26700E-03  -2.79500E-03   2.97000E-03  -1.09260E-03
  40 <-  7  1.36204E+01    1.64570E-02  -1.12070E-04   2.43800E-03  -5.29880E-03   5.51980E-03  -1.96730E-03
  41 <-  7  1.36338E+01    2.01850E-02  -1.50150E-04   3.59690E-03  -7.70590E-03   7.87040E-03  -2.71440E-03
  42 <-  7  1.36477E+01    1.89860E-02  -1.17410E-04   3.11900E-03  -6.57360E-03   6.56110E-03  -2.17370E-03
  43 <-  7  1.36626E+01    1.75530E-02  -8.84190E-05   2.61160E-03  -5.40180E-03   5.24640E-03  -1.65230E-03
  44 <-  7  1.36776E+01    1.70050E-02  -7.71090E-05   2.41330E-03  -4.90270E-03   4.63540E-03  -1.38450E-03
  45 <-  7  1.36926E+01    1.64360E-02  -5.06010E-05   2.16800E-03  -4.25460E-03   3.80310E-03  -9.97770E-04
  46 <-  7  1.37076E+01    1.56450E-02  -2.21520E-05   1.86980E-03  -3.50160E-03   2.87570E-03  -5.84970E-04
  47 <-  7  1.37225E+01    1.49410E-02  -1.90410E-05   1.67960E-03  -3.06090E-03   2.38380E-03  -3.94340E-04
  48 <-  7  1.37375E+01    1.42850E-02  -2.53810E-05   1.53780E-03  -2.75710E-03   2.07930E-03  -2.97150E-04
  49 <-  7  1.37525E+01    1.35730E-02  -2.73140E-05   1.38050E-03  -2.41530E-03   1.72830E-03  -1.78300E-04
  50 <-  7  1.37674E+01    1.28410E-02  -2.95430E-05   1.23100E-03  -2.10000E-03   1.41710E-03  -8.02840E-05
  51 <-  7  1.37822E+01    1.20070E-02  -2.49830E-05   1.05400E-03  -1.71750E-03   1.02430E-03   5.50680E-05
  52 <-  7  1.37970E+01    1.10940E-02  -1.61180E-05   8.64780E-04  -1.30710E-03   5.98700E-04   2.05480E-04
  53 <-  7  1.38117E+01    1.01630E-02  -8.01990E-06   6.91030E-04  -9.40760E-04   2.32730E-04   3.27200E-04
  54 <-  7  1.38263E+01    9.23520E-03  -1.71410E-06   5.38920E-04  -6.29640E-04  -6.59260E-05   4.19510E-04
  55 <-  7  1.38407E+01    8.30200E-03   3.53700E-06   4.05110E-04  -3.67600E-04  -3.01230E-04   4.82580E-04
  56 <-  7  1.38551E+01    7.38370E-03   6.91740E-06   2.94030E-04  -1.64770E-04  -4.61770E-04   5.11700E-04
  57 <-  7  1.38693E+01    6.47730E-03   8.92070E-06   2.02910E-04  -1.28390E-05  -5.59250E-04   5.12820E-04
  58 <-  7  1.38834E+01    5.58680E-03   9.57080E-06   1.31070E-04   9.07910E-05  -5.97830E-04   4.88220E-04
  59 <-  7  1.38974E+01    4.70610E-03   9.82370E-06   7.37900E-05   1.61250E-04  -5.99890E-04   4.49680E-04
  60 <-  7  1.39112E+01    3.81460E-03   1.02880E-05   2.71580E-05   2.09790E-04  -5.80830E-04   4.04850E-04
  61 <-  7  1.39249E+01    2.86840E-03   1.13890E-05  -1.20070E-05   2.45250E-04  -5.52380E-04   3.59360E-04
  62 <-  7  1.39385E+01    1.86170E-03   1.17820E-05  -3.79390E-05   2.52850E-04  -4.95720E-04   3.04280E-04
  63 <-  7  1.39518E+01    5.88390E-04   1.09440E-05  -4.89590E-05   2.28980E-04  -4.06900E-04   2.37960E-04
  64 <-  7  1.39651E+01    1.62610E-06   4.57900E-06  -2.89990E-05   1.41960E-04  -2.54810E-04   1.49040E-04
  65 <-  7  1.39782E+01   -2.67010E-07   9.93170E-07  -1.33640E-05   6.82820E-05  -1.22860E-04   7.16550E-05
  66 <-  7  1.39911E+01   -3.16220E-08   1.05800E-06  -6.71870E-06   1.87130E-05  -2.34660E-05   1.11280E-05
  67 <-  7  1.40038E+01    6.31530E-04   2.99200E-06  -2.63560E-06  -2.02270E-05   5.77300E-05  -3.83740E-05
  68 <-  7  1.40165E+01    1.68020E-03   7.28150E-07   2.24660E-05  -9.68740E-05   1.70510E-04  -9.61160E-05
  69 <-  7  1.40289E+01    2.45640E-03  -1.71640E-06   5.16380E-05  -1.76140E-04   2.78500E-04  -1.48050E-04
  70 <-  7  1.40412E+01    3.15090E-03  -4.34930E-06   8.41260E-05  -2.56380E-04   3.79950E-04  -1.93560E-04
  71 <-  7  1.40534E+01    3.79680E-03  -7.17980E-06   1.19330E-04  -3.36500E-04   4.74030E-04  -2.32500E-04
  72 <-  7  1.40654E+01    4.40680E-03  -1.02370E-05   1.56840E-04  -4.16010E-04   5.60700E-04  -2.65160E-04
  73 <-  7  1.40772E+01    4.98550E-03  -1.35480E-05   1.96220E-04  -4.94330E-04   6.39830E-04  -2.91750E-04
  74 <-  7  1.40889E+01    5.53530E-03  -1.71370E-05   2.37110E-04  -5.71140E-04   7.11680E-04  -3.12710E-04
  75 <-  7  1.41005E+01    6.05820E-03  -2.09980E-05   2.79130E-04  -6.46120E-04   7.76460E-04  -3.28410E-04
  76 <-  7  1.41118E+01    6.55660E-03  -2.51950E-05   3.22270E-04  -7.19940E-04   8.35800E-04  -3.39970E-04
  77 <-  7  1.41230E+01    7.03420E-03  -2.97200E-05   3.66460E-04  -7.92870E-04   8.90480E-04  -3.47920E-04
  78 <-  7  1.41341E+01    7.49030E-03  -3.45940E-05   4.11460E-04  -8.64920E-04   9.41140E-04  -3.52840E-04
  79 <-  7  1.41450E+01    7.92450E-03  -3.98480E-05   4.57170E-04  -9.36600E-04   9.89220E-04  -3.55750E-04
  80 <-  7  1.41558E+01    8.33590E-03  -4.55060E-05   5.03420E-04  -1.00820E-03   1.03580E-03  -3.57460E-04
