# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=7) -> e + D2(J1Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  7  1.16803E+01    4.15830E-08   5.50600E-04   3.24050E-04  -2.05690E-03   2.73950E-03   7.02120E-04
   1 <-  7  1.18780E+01    3.52670E-05   1.72180E-02  -6.38250E-02   2.97710E-01  -5.49570E-01   3.74190E-01
   2 <-  7  1.20692E+01   -2.30610E-05   6.13500E-02  -2.39610E-01   1.16170E+00  -2.14930E+00   1.41710E+00
   3 <-  7  1.22508E+01    1.90110E-08   1.57120E-02  -1.22030E-01   5.66170E-01  -9.96760E-01   6.06580E-01
   4 <-  7  1.24229E+01    1.05640E-06   1.93070E-02  -1.99990E-02   1.39830E-01  -2.97740E-01   2.25680E-01
   5 <-  7  1.25887E+01    1.04900E-05   6.20650E-04  -8.21410E-03   3.83170E-02  -6.66800E-02   3.82900E-02
   6 <-  7  1.27480E+01    1.08460E-05   8.92140E-03  -2.88610E-02   1.51310E-01  -2.81640E-01   1.86390E-01
   7 <-  7  1.29006E+01    6.85850E-07   7.81440E-03   1.11110E-02  -2.00770E-02   1.35080E-02   1.19790E-02
   8 <-  7  1.30458E+01    2.13360E-02   3.06970E-04   1.29850E-02  -3.32880E-02   4.40780E-02  -1.93520E-02
   9 <-  7  1.31834E+01   -4.44450E-07   1.64290E-05   9.51940E-05  -4.65730E-04   6.54850E-04  -2.31510E-04
  10 <-  7  1.33143E+01    1.87730E-02   2.43170E-04   1.07470E-02  -3.03050E-02   4.06990E-02  -1.73480E-02
  11 <-  7  1.34382E+01    1.39520E-06   3.24820E-03   5.35910E-03  -1.13070E-02   1.23920E-02  -1.89730E-04
  12 <-  7  1.35551E+01    1.39290E-05   3.62030E-03  -1.55310E-03   2.07460E-02  -4.23990E-02   3.12970E-02
  13 <-  7  1.36650E+01   -2.01420E-06   2.83780E-03  -8.12110E-03   4.63820E-02  -8.41320E-02   5.31750E-02
  14 <-  7  1.37678E+01   -5.69720E-06   1.63980E-03  -9.21740E-03   4.62330E-02  -8.12530E-02   4.89810E-02
  15 <-  7  1.38634E+01    4.52490E-06   6.34750E-04  -5.67310E-03   2.67930E-02  -4.62670E-02   2.71800E-02
  16 <-  7  1.39516E+01   -5.02450E-06   9.39160E-05  -1.35120E-03   6.13000E-03  -1.04760E-02   6.03650E-03
  17 <-  7  1.40323E+01    2.22320E-03   2.09100E-05   4.63070E-04  -1.47880E-03   2.10750E-03  -1.06510E-03
  18 <-  7  1.41051E+01   -3.38160E-07   2.27210E-04   1.33840E-04   8.66960E-04  -2.43120E-03   1.90390E-03
  19 <-  7  1.41697E+01    2.53280E-07   4.49180E-04  -9.05470E-04   6.47730E-03  -1.25380E-02   8.08230E-03
  20 <-  7  1.42256E+01   -5.33010E-07   5.93500E-04  -1.84750E-03   1.12010E-02  -2.08370E-02   1.30530E-02
  21 <-  7  1.42723E+01   -4.43180E-07   6.17060E-04  -2.26860E-03   1.30380E-02  -2.38820E-02   1.47950E-02
  22 <-  7  1.43091E+01   -1.12990E-07   5.33900E-04  -2.09350E-03   1.17860E-02  -2.14400E-02   1.32270E-02
  23 <-  7  1.43351E+01    3.07450E-07   3.71870E-04  -1.48080E-03   8.28380E-03  -1.50290E-02   9.26450E-03
  24 <-  7  1.43497E+01   -2.99780E-07   1.67970E-04  -6.66010E-04   3.72490E-03  -6.75370E-03   4.16590E-03
  25 <-  7  1.43539E+01    1.19020E-08   2.03820E-05  -8.06690E-05   4.51210E-04  -8.17960E-04   5.04660E-04
  26 <-  7  1.43544E+01   -2.08750E-07   2.31770E-06  -9.17020E-06   5.12930E-05  -9.29850E-05   5.73710E-05
  DE <-  7  1.43544E+01    1.43670E-01  -6.35970E-02   4.49050E-01  -1.27760E+00   1.84310E+00  -9.59970E-01
