# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=7) -> e + D2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  7  1.16265E+01    7.79850E-03  -1.20610E-03   7.70900E-03  -1.64530E-02   1.33550E-02
   1 <-  7  1.18366E+01    4.55500E-02  -4.04600E-02   2.55920E-01  -5.48400E-01   4.53020E-01
   2 <-  7  1.20350E+01    9.44160E-02  -1.72150E-01   1.08040E+00  -2.30570E+00   1.87780E+00
   3 <-  7  1.22242E+01    4.92690E-02  -4.57700E-02   2.84540E-01  -5.88140E-01   4.60190E-01
   4 <-  7  1.24054E+01    5.24980E-02  -5.17030E-02   3.17460E-01  -6.64160E-01   5.28320E-01
   5 <-  7  1.25786E+01    7.87850E-03  -1.17360E-03   7.46760E-03  -1.54210E-02   1.23230E-02
   6 <-  7  1.27441E+01    3.91000E-02  -2.79480E-02   1.69440E-01  -3.45350E-01   2.68770E-01
   7 <-  7  1.29020E+01    2.97500E-02  -1.58350E-02   9.57370E-02  -1.89410E-01   1.44220E-01
   8 <-  7  1.30525E+01    5.32340E-03  -4.69910E-04   3.36780E-03  -5.59390E-03   3.62220E-03
   9 <-  7  1.31956E+01    1.30480E-02  -3.11860E-03   1.84850E-02  -3.94930E-02   3.14290E-02
  10 <-  7  1.33313E+01    2.24470E-02  -8.88400E-03   5.19130E-02  -1.04040E-01   7.84950E-02
  11 <-  7  1.34595E+01    2.15850E-02  -8.05390E-03   4.74270E-02  -9.18190E-02   6.75860E-02
  12 <-  7  1.35802E+01    1.62180E-02  -4.44500E-03   2.65090E-02  -4.93960E-02   3.50980E-02
  13 <-  7  1.36932E+01    9.09880E-03  -1.34700E-03   8.43710E-03  -1.47310E-02   9.87660E-03
  14 <-  7  1.37981E+01    1.55050E-03  -1.88700E-05   5.28410E-04  -5.55640E-04   1.62190E-04
  15 <-  7  1.38944E+01    3.52900E-03  -1.81100E-04   9.03350E-04  -1.75020E-03   1.15000E-03
  16 <-  7  1.39814E+01    3.97510E-03  -3.11150E-04   1.92800E-03  -4.33530E-03   3.49500E-03
  17 <-  7  1.40580E+01    6.38130E-03  -7.42430E-04   4.36700E-03  -8.94620E-03   6.68980E-03
  18 <-  7  1.41233E+01    7.26640E-03  -9.42650E-04   5.51280E-03  -1.09350E-02   7.96310E-03
  19 <-  7  1.41774E+01    7.36580E-03  -9.59090E-04   5.60850E-03  -1.09270E-02   7.84190E-03
  20 <-  7  1.42222E+01    7.15210E-03  -8.99270E-04   5.26570E-03  -1.01400E-02   7.20950E-03
  21 <-  7  1.42598E+01    6.77780E-03  -8.05010E-04   4.72190E-03  -9.01670E-03   6.37090E-03
  22 <-  7  1.42912E+01    6.25460E-03  -6.84210E-04   4.02060E-03  -7.63020E-03   5.36780E-03
  23 <-  7  1.43165E+01    5.56480E-03  -5.41060E-04   3.18480E-03  -6.01680E-03   4.22040E-03
  24 <-  7  1.43353E+01    4.66120E-03  -3.79450E-04   2.23680E-03  -4.21270E-03   2.94950E-03
  25 <-  7  1.43473E+01    3.46590E-03  -2.09760E-04   1.23780E-03  -2.32680E-03   1.62750E-03
  26 <-  7  1.43528E+01    1.99660E-03  -6.96070E-05   4.10950E-04  -7.71860E-04   5.39670E-04
  27 <-  7  1.43542E+01    7.47450E-04  -9.75510E-06   5.76000E-05  -1.08160E-04   7.56180E-05
  28 <-  7  1.43544E+01    4.59710E-04  -3.69010E-06   2.17890E-05  -4.09160E-05   2.86040E-05
  DE <-  7  1.43544E+01   -2.60260E-07   1.88360E-02  -1.41490E-01   3.77550E-01  -2.53900E-01
