# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=7) -> e + D2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  7  1.16795E+01    6.90060E-03  -9.23360E-04   6.28330E-03  -1.29970E-02   9.86990E-03
   1 <-  7  1.18763E+01    2.97260E-02  -1.65580E-02   1.04990E-01  -2.03250E-01   1.56470E-01
   2 <-  7  1.20680E+01    5.39360E-02  -5.19500E-02   3.44350E-01  -6.33850E-01   4.66250E-01
   3 <-  7  1.22493E+01    2.26370E-02  -9.40200E-03   6.08400E-02  -1.16510E-01   8.83520E-02
   4 <-  7  1.24215E+01    2.84640E-02  -1.40430E-02   9.96220E-02  -1.70850E-01   1.26350E-01
   5 <-  7  1.25872E+01    4.65050E-03  -2.98210E-04   1.70210E-03  -2.65580E-03   1.22840E-03
   6 <-  7  1.27465E+01    2.21640E-02  -8.68720E-03   5.53660E-02  -1.00980E-01   7.48890E-02
   7 <-  7  1.28991E+01    2.03420E-02  -7.08740E-03   4.86680E-02  -8.20600E-02   6.08970E-02
   8 <-  7  1.30443E+01    9.02840E-03  -1.34300E-03   1.01290E-02  -1.54440E-02   1.14300E-02
   9 <-  7  1.31819E+01    2.62270E-03  -1.20550E-04   6.81170E-04  -1.35910E-03   9.52560E-04
  10 <-  7  1.33127E+01    1.30040E-02  -2.82760E-03   1.73130E-02  -3.04680E-02   2.10760E-02
  11 <-  7  1.34367E+01    1.52580E-02  -3.86220E-03   2.52680E-02  -4.27460E-02   3.02810E-02
  12 <-  7  1.35536E+01    1.58070E-02  -4.13470E-03   2.66040E-02  -4.51550E-02   3.16370E-02
  13 <-  7  1.36635E+01    1.33340E-02  -2.95030E-03   1.87680E-02  -3.20950E-02   2.24030E-02
  14 <-  7  1.37664E+01    9.55130E-03  -1.52380E-03   9.52820E-03  -1.65140E-02   1.14680E-02
  15 <-  7  1.38619E+01    5.47730E-03  -5.07000E-04   3.08320E-03  -5.45280E-03   3.73330E-03
  16 <-  7  1.39502E+01    1.37420E-03  -3.36530E-05   1.98770E-04  -3.65290E-04   2.38960E-04
  17 <-  7  1.40309E+01    1.02030E-03  -1.42320E-05   1.42450E-04  -2.09900E-04   2.22290E-04
  18 <-  7  1.41038E+01    3.43600E-03  -1.92950E-04   1.30200E-03  -2.25220E-03   1.78540E-03
  19 <-  7  1.41685E+01    4.97410E-03  -4.11620E-04   2.65640E-03  -4.71590E-03   3.63090E-03
  20 <-  7  1.42245E+01    5.84070E-03  -5.72030E-04   3.61050E-03  -6.50660E-03   4.95900E-03
  21 <-  7  1.42713E+01    6.06610E-03  -6.19870E-04   3.85850E-03  -7.02580E-03   5.33140E-03
  22 <-  7  1.43082E+01    5.73640E-03  -5.56020E-04   3.43200E-03  -6.29460E-03   4.77020E-03
  23 <-  7  1.43344E+01    4.85630E-03  -3.99350E-04   2.45400E-03  -4.52220E-03   3.42830E-03
  24 <-  7  1.43493E+01    3.32240E-03  -1.87160E-04   1.14830E-03  -2.12160E-03   1.61010E-03
  25 <-  7  1.43538E+01    1.19620E-03  -2.42760E-05   1.48980E-04  -2.75440E-04   2.09230E-04
  26 <-  7  1.43544E+01    4.17590E-04  -2.95870E-06   1.81570E-05  -3.35730E-05   2.55050E-05
  DE <-  7  1.43544E+01    7.21470E-07   1.52730E-02  -1.27300E-01   3.79470E-01  -2.61540E-01
