# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=7) -> e + D2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  7  1.15961E+01    5.06630E-03  -5.77520E-04   5.64450E-03  -1.19230E-02   1.25880E-02
   1 <-  7  1.17965E+01    2.95330E-02  -2.04710E-02   1.90320E-01  -4.24120E-01   4.17900E-01
   2 <-  7  1.19892E+01    5.88010E-02  -8.04900E-02   7.45810E-01  -1.65920E+00   1.64180E+00
   3 <-  7  1.21737E+01    2.87110E-02  -1.87380E-02   1.74020E-01  -3.74730E-01   3.63480E-01
   4 <-  7  1.23505E+01    4.03310E-02  -3.69760E-02   3.26970E-01  -7.22930E-01   6.91180E-01
   5 <-  7  1.25196E+01   -2.69280E-08   2.20980E-05   2.37270E-04   1.12870E-04   8.92380E-05
   6 <-  7  1.26816E+01    3.08370E-02  -2.09290E-02   1.85580E-01  -3.95580E-01   3.70480E-01
   7 <-  7  1.28367E+01    3.11200E-02  -2.11760E-02   1.82980E-01  -3.90120E-01   3.58400E-01
   8 <-  7  1.29849E+01    1.34880E-02  -3.95250E-03   3.35980E-02  -7.06940E-02   6.36670E-02
   9 <-  7  1.31263E+01    6.64500E-03  -9.34750E-04   7.91080E-03  -1.71420E-02   1.55530E-02
  10 <-  7  1.32605E+01    2.00090E-02  -8.46010E-03   7.16890E-02  -1.50630E-01   1.34740E-01
  11 <-  7  1.33877E+01    2.53870E-02  -1.34800E-02   1.13400E-01  -2.35140E-01   2.07420E-01
  12 <-  7  1.35078E+01    2.11400E-02  -9.28100E-03   8.27490E-02  -1.64430E-01   1.48420E-01
  13 <-  7  1.36209E+01    1.61070E-02  -5.31020E-03   4.74890E-02  -9.23460E-02   8.23620E-02
  14 <-  7  1.37269E+01    9.30510E-03  -1.73620E-03   1.60450E-02  -2.96910E-02   2.63120E-02
  15 <-  7  1.38257E+01    3.56420E-08   2.20300E-05   4.69520E-04   3.73750E-04  -1.09870E-05
  16 <-  7  1.39170E+01    2.23140E-03  -1.06660E-04   8.29500E-04  -1.96290E-03   1.79340E-03
  17 <-  7  1.40006E+01    6.44760E-03  -8.49970E-04   7.02720E-03  -1.47170E-02   1.30480E-02
  18 <-  7  1.40762E+01    9.19160E-03  -1.69990E-03   1.42610E-02  -2.88900E-02   2.53620E-02
  19 <-  7  1.41432E+01    1.07300E-02  -2.29180E-03   1.92910E-02  -3.84110E-02   3.34440E-02
  20 <-  7  1.42008E+01    1.12150E-02  -2.48420E-03   2.08900E-02  -4.11460E-02   3.55620E-02
  21 <-  7  1.42478E+01    1.07060E-02  -2.25020E-03   1.88780E-02  -3.69180E-02   3.17100E-02
  22 <-  7  1.42824E+01    9.25300E-03  -1.67390E-03   1.40110E-02  -2.72730E-02   2.33180E-02
  23 <-  7  1.43057E+01    7.86550E-03  -1.20630E-03   1.00800E-02  -1.95640E-02   1.66750E-02
  24 <-  7  1.43227E+01    6.92130E-03  -9.32260E-04   7.78050E-03  -1.50710E-02   1.28170E-02
  25 <-  7  1.43354E+01    5.99970E-03  -6.99540E-04   5.83280E-03  -1.12810E-02   9.57820E-03
  26 <-  7  1.43445E+01    5.01040E-03  -4.87390E-04   4.06140E-03  -7.84660E-03   6.65440E-03
  27 <-  7  1.43505E+01    3.88900E-03  -2.93440E-04   2.44430E-03  -4.71900E-03   3.99910E-03
  28 <-  7  1.43536E+01    2.46860E-03  -1.18190E-04   9.84320E-04  -1.89970E-03   1.60920E-03
  29 <-  7  1.43544E+01    7.00660E-04  -9.52110E-06   7.92870E-05  -1.53010E-04   1.29600E-04
  DE <-  7  1.43544E+01   -1.05570E-06   8.28510E-02  -5.58820E-01   1.93910E+00  -1.46770E+00
