# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=7) -> e + H2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  7  1.08431E+01    6.31480E-05  -8.28970E-08   3.46370E-07   1.08190E-06  -2.47410E-06
   1 <-  7  1.11217E+01    4.22790E-03  -4.12630E-04   5.42060E-03  -9.71000E-03   1.04390E-02
   2 <-  7  1.13847E+01    3.22940E-02  -2.47300E-02   2.45260E-01  -5.37250E-01   5.36200E-01
   3 <-  7  1.16322E+01    6.34460E-02  -9.52570E-02   9.20260E-01  -2.02900E+00   2.02630E+00
   4 <-  7  1.18648E+01    2.05980E-02  -9.68720E-03   9.32130E-02  -1.94590E-01   1.83270E-01
   5 <-  7  1.20833E+01    4.02730E-02  -3.74280E-02   3.49390E-01  -7.60970E-01   7.48390E-01
   6 <-  7  1.22877E+01    1.75540E-02  -7.13770E-03   6.31390E-02  -1.42380E-01   1.39820E-01
   7 <-  7  1.24784E+01    1.06400E-02  -2.44360E-03   2.25540E-02  -4.70060E-02   4.30350E-02
   8 <-  7  1.26552E+01    2.48990E-02  -1.36270E-02   1.22470E-01  -2.60590E-01   2.44860E-01
   9 <-  7  1.28181E+01    2.77670E-02  -1.68220E-02   1.46250E-01  -3.12540E-01   2.88220E-01
  10 <-  7  1.29667E+01    2.22350E-02  -1.06930E-02   9.15340E-02  -1.94000E-01   1.76330E-01
  11 <-  7  1.31006E+01    1.28820E-02  -3.56910E-03   3.12140E-02  -6.40240E-02   5.83660E-02
  12 <-  7  1.32192E+01    5.26880E-03  -5.92070E-04   5.18900E-03  -1.01070E-02   8.94350E-03
  13 <-  7  1.33214E+01    4.28150E-04  -3.83860E-06   3.00610E-05  -8.96420E-05   9.43100E-05
  14 <-  7  1.34055E+01    4.36750E-03  -4.00700E-04   3.29610E-03  -7.32380E-03   6.67220E-03
  15 <-  7  1.34684E+01    5.75930E-03  -6.93310E-04   5.71540E-03  -1.23560E-02   1.10910E-02
  16 <-  7  1.35071E+01    4.93000E-03  -5.07720E-04   4.29930E-03  -9.11000E-03   8.26880E-03
  17 <-  7  1.35308E+01    4.46390E-03  -4.15410E-04   3.51100E-03  -7.40520E-03   6.69130E-03
  18 <-  7  1.35464E+01    3.74090E-03  -2.91360E-04   2.45920E-03  -5.17290E-03   4.66100E-03
  19 <-  7  1.35554E+01    2.72010E-03  -1.53930E-04   1.29820E-03  -2.72670E-03   2.45290E-03
  20 <-  7  1.35588E+01    1.12600E-03  -2.63700E-05   2.22330E-04  -4.66740E-04   4.19620E-04
  DE <-  7  1.35590E+01   -1.57370E-05   2.17150E-02  -5.55370E-03   8.38670E-01  -8.52860E-01
