# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=7) -> e + H2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  7  1.08754E+01    7.31000E-08   5.81060E-07  -1.85290E-06   1.23990E-06   2.64810E-07
   1 <-  7  1.11657E+01    5.91850E-03  -6.91560E-04   5.20450E-03  -1.03650E-02   7.07460E-03
   2 <-  7  1.14357E+01    5.24190E-02  -5.39380E-02   3.48000E-01  -7.24960E-01   5.74640E-01
   3 <-  7  1.16888E+01    1.12400E-01  -2.44610E-01   1.54470E+00  -3.23140E+00   2.56340E+00
   4 <-  7  1.19265E+01    3.74370E-02  -2.59700E-02   1.62500E-01  -3.19900E-01   2.37420E-01
   5 <-  7  1.21491E+01    6.07220E-02  -7.02420E-02   4.38610E-01  -9.14950E-01   7.25420E-01
   6 <-  7  1.23568E+01    1.93960E-02  -7.29810E-03   4.59950E-02  -1.00350E-01   8.36850E-02
   7 <-  7  1.25497E+01    1.79860E-02  -5.94490E-03   3.62250E-02  -7.35120E-02   5.61090E-02
   8 <-  7  1.27277E+01    3.35330E-02  -2.06350E-02   1.24960E-01  -2.57950E-01   2.00920E-01
   9 <-  7  1.28905E+01    3.05380E-02  -1.68510E-02   1.01390E-01  -2.07440E-01   1.61440E-01
  10 <-  7  1.30370E+01    1.98320E-02  -6.91110E-03   4.13080E-02  -8.22610E-02   6.32970E-02
  11 <-  7  1.31660E+01    9.37960E-03  -1.43810E-03   8.44170E-03  -1.55050E-02   1.12420E-02
  12 <-  7  1.32748E+01    3.10800E-03  -1.21170E-04   6.29840E-04  -9.03070E-04   3.82740E-04
  13 <-  7  1.33611E+01    3.39020E-03  -1.98950E-04   1.19220E-03  -2.89500E-03   2.50240E-03
  14 <-  7  1.34269E+01    4.55470E-03  -4.31190E-04   2.80450E-03  -6.61070E-03   5.60520E-03
  15 <-  7  1.34782E+01    5.61430E-03  -6.20920E-04   3.87240E-03  -8.66330E-03   7.09560E-03
  16 <-  7  1.35172E+01    5.65950E-03  -6.17320E-04   3.79090E-03  -8.28530E-03   6.67220E-03
  17 <-  7  1.35435E+01    4.76740E-03  -4.33230E-04   2.64010E-03  -5.69870E-03   4.54450E-03
  18 <-  7  1.35562E+01    2.82760E-03  -1.51710E-04   9.21620E-04  -1.97860E-03   1.57110E-03
  19 <-  7  1.35588E+01    7.81090E-04  -1.15660E-05   7.02190E-05  -1.50590E-04   1.19480E-04
  DE <-  7  1.35590E+01    4.26120E-07   1.60650E-02  -1.17050E-01   3.43600E-01  -2.39240E-01
