# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=7) -> e + H2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  7  8.75849E+00    3.66980E-04  -3.47620E-06   2.69360E-05  -6.93430E-05   5.78000E-05
   1 <-  7  9.04894E+00    2.11910E-02  -1.00660E-02   6.93910E-02  -1.58970E-01   1.30070E-01
   2 <-  7  9.32417E+00    1.33390E-01  -3.81500E-01   2.61430E+00  -5.60460E+00   4.49610E+00
   3 <-  7  9.58458E+00    2.95350E-01  -1.83260E+00   1.27540E+01  -2.65610E+01   2.15330E+01
   4 <-  7  9.83051E+00    1.82440E-01  -6.84900E-01   4.66400E+00  -9.62080E+00   7.64200E+00
   5 <-  7  1.00624E+01    1.45290E-01  -4.26780E-01   3.10410E+00  -6.06060E+00   4.92410E+00
   6 <-  7  1.02801E+01    1.71920E-06   7.61940E-04  -4.45450E-03   2.17150E-02  -1.82290E-02
   7 <-  7  1.04840E+01    7.76150E-02  -1.20030E-01   8.99970E-01  -1.73750E+00   1.42800E+00
   8 <-  7  1.06738E+01    8.89420E-02  -1.55000E-01   1.21140E+00  -2.22840E+00   1.83470E+00
   9 <-  7  1.08494E+01    6.75860E-02  -8.77990E-02   6.92090E-01  -1.23330E+00   1.00630E+00
  10 <-  7  1.10103E+01    3.39180E-02  -2.16270E-02   1.76940E-01  -3.00490E-01   2.45990E-01
  11 <-  7  1.11559E+01   -8.55120E-07   1.71480E-04   8.60140E-04   3.05220E-03  -1.55730E-03
  12 <-  7  1.12855E+01    1.96480E-02  -7.29500E-03   4.79590E-02  -9.35930E-02   7.09940E-02
  13 <-  7  1.13979E+01    3.25170E-02  -1.97110E-02   1.35750E-01  -2.54330E-01   1.95760E-01
  14 <-  7  1.14917E+01    3.48180E-02  -2.25080E-02   1.62670E-01  -2.97870E-01   2.34530E-01
  15 <-  7  1.15655E+01    3.46270E-02  -2.21110E-02   1.59180E-01  -2.89840E-01   2.26710E-01
  16 <-  7  1.16176E+01    2.99230E-02  -1.64390E-02   1.17900E-01  -2.14020E-01   1.66540E-01
  17 <-  7  1.16483E+01    2.19520E-02  -8.82580E-03   6.31540E-02  -1.14450E-01   8.87860E-02
  18 <-  7  1.16619E+01    1.37570E-02  -3.46250E-03   2.47530E-02  -4.48260E-02   3.47280E-02
  19 <-  7  1.16669E+01    8.31070E-03  -1.26310E-03   9.02720E-03  -1.63430E-02   1.26550E-02
  20 <-  7  1.16687E+01    4.74490E-03  -4.11680E-04   2.94180E-03  -5.32530E-03   4.12300E-03
  21 <-  7  1.16692E+01    2.48020E-03  -1.12480E-04   8.03740E-04  -1.45490E-03   1.12640E-03
  DE <-  7  1.16693E+01    6.52180E-05   1.69870E-01  -3.65530E-01   4.14070E+00  -3.94770E+00
