# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=4) -> e + D2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  1.04270E+01    6.69480E-02  -9.83030E-02   7.25460E-01  -1.66750E+00   1.59330E+00
   1 <-  4  1.06521E+01    1.85110E-01  -7.13500E-01   4.84940E+00  -1.05970E+01   9.06820E+00
   2 <-  4  1.08687E+01    3.75300E-02  -2.84400E-02   1.87710E-01  -3.94450E-01   3.21430E-01
   3 <-  4  1.10768E+01    1.53680E-01  -4.76830E-01   3.08180E+00  -6.71720E+00   5.47040E+00
   4 <-  4  1.12767E+01    9.98610E-02  -1.98630E-01   1.25760E+00  -2.72950E+00   2.17320E+00
   5 <-  4  1.14686E+01    3.06410E-03  -3.22440E-04   3.84790E-03  -1.10300E-02   1.45200E-02
   6 <-  4  1.16524E+01    8.50380E-02  -1.42890E-01   9.07490E-01  -1.98420E+00   1.61190E+00
   7 <-  4  1.18284E+01    1.15530E-01  -2.59970E-01   1.62240E+00  -3.50390E+00   2.78370E+00
   8 <-  4  1.19965E+01    1.01430E-01  -1.98980E-01   1.23760E+00  -2.65970E+00   2.11000E+00
   9 <-  4  1.21567E+01    7.31020E-02  -1.02340E-01   6.28610E-01  -1.34410E+00   1.05100E+00
  10 <-  4  1.23090E+01    3.59210E-02  -2.46530E-02   1.50710E-01  -3.24960E-01   2.53460E-01
  11 <-  4  1.24531E+01    3.74160E-03  -2.38550E-04   1.27710E-03  -2.30810E-03   1.33040E-03
  12 <-  4  1.25890E+01    2.68820E-02  -1.31550E-02   7.78760E-02  -1.53080E-01   1.13810E-01
  13 <-  4  1.27163E+01    4.73790E-02  -4.09400E-02   2.41710E-01  -4.84760E-01   3.62140E-01
  14 <-  4  1.28345E+01    5.98140E-02  -6.50610E-02   3.82980E-01  -7.71190E-01   5.76790E-01
  15 <-  4  1.29431E+01    6.42530E-02  -7.49210E-02   4.41510E-01  -8.90490E-01   6.70430E-01
  16 <-  4  1.30412E+01    6.40050E-02  -7.41950E-02   4.37750E-01  -8.83760E-01   6.69460E-01
  17 <-  4  1.31278E+01    6.27310E-02  -7.09660E-02   4.16590E-01  -8.40460E-01   6.34290E-01
  18 <-  4  1.32014E+01    5.82590E-02  -6.09930E-02   3.56760E-01  -7.19030E-01   5.41500E-01
  19 <-  4  1.32604E+01    5.11050E-02  -4.68070E-02   2.73180E-01  -5.50020E-01   4.13930E-01
  20 <-  4  1.33031E+01    4.16730E-02  -3.10670E-02   1.81100E-01  -3.64340E-01   2.74240E-01
  21 <-  4  1.33296E+01    3.08480E-02  -1.70050E-02   9.90780E-02  -1.99210E-01   1.50010E-01
  22 <-  4  1.33430E+01    2.08370E-02  -7.75470E-03   4.51750E-02  -9.08050E-02   6.84030E-02
  23 <-  4  1.33494E+01    1.56630E-02  -4.38070E-03   2.55180E-02  -5.12860E-02   3.86420E-02
  24 <-  4  1.33539E+01    1.39300E-02  -3.46450E-03   2.01800E-02  -4.05550E-02   3.05610E-02
  25 <-  4  1.33573E+01    1.17820E-02  -2.47820E-03   1.44350E-02  -2.90070E-02   2.18620E-02
  26 <-  4  1.33597E+01    9.47680E-03  -1.60310E-03   9.33760E-03  -1.87630E-02   1.41420E-02
  27 <-  4  1.33611E+01    7.30780E-03  -9.53210E-04   5.55220E-03  -1.11560E-02   8.40910E-03
  28 <-  4  1.33619E+01    5.42750E-03  -5.25780E-04   3.06250E-03  -6.15340E-03   4.63840E-03
  29 <-  4  1.33624E+01    3.86360E-03  -2.66430E-04   1.55190E-03  -3.11810E-03   2.35040E-03
  30 <-  4  1.33626E+01    2.84930E-03  -1.44900E-04   8.44000E-04  -1.69580E-03   1.27830E-03
  DE <-  4  1.33627E+01    3.31270E-07   6.90430E-02  -5.51790E-01   2.01320E+00  -1.17390E+00
