# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=4) -> e + D2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  1.04078E+01    1.57440E-01  -4.90030E-01   3.69300E+00  -6.93110E+00   5.72950E+00
   1 <-  4  1.06164E+01    1.66010E-01  -5.42430E-01   4.29170E+00  -7.94270E+00   6.68850E+00
   2 <-  4  1.08174E+01    8.17280E-02  -1.28960E-01   9.92440E-01  -1.82240E+00   1.48660E+00
   3 <-  4  1.10108E+01    7.05240E-02  -9.49270E-02   6.89680E-01  -1.27990E+00   1.01630E+00
   4 <-  4  1.11967E+01    1.29620E-01  -3.15850E-01   2.24910E+00  -4.14280E+00   3.20390E+00
   5 <-  4  1.13754E+01    9.34440E-02  -1.62500E-01   1.15290E+00  -2.10140E+00   1.60290E+00
   6 <-  4  1.15469E+01    2.34830E-02  -1.02410E-02   7.35660E-02  -1.30740E-01   9.80310E-02
   7 <-  4  1.17114E+01    3.51010E-02  -2.23450E-02   1.60850E-01  -2.90810E-01   2.22850E-01
   8 <-  4  1.18687E+01    6.96840E-02  -8.74370E-02   6.29880E-01  -1.12050E+00   8.45210E-01
   9 <-  4  1.20191E+01    7.67840E-02  -1.05390E-01   7.82090E-01  -1.36400E+00   1.03060E+00
  10 <-  4  1.21624E+01    7.26800E-02  -9.33340E-02   6.86320E-01  -1.18490E+00   8.80200E-01
  11 <-  4  1.22989E+01    5.62690E-02  -5.52980E-02   4.14600E-01  -7.01250E-01   5.16940E-01
  12 <-  4  1.24286E+01    6.58520E-07   4.39720E-04   5.66140E-02  -5.52340E-02   6.50860E-02
  13 <-  4  1.25510E+01    1.71950E-02  -4.92500E-03   4.51310E-02  -6.74530E-02   4.88730E-02
  14 <-  4  1.26660E+01   -9.94350E-08   1.47380E-04   1.11720E-03   1.13380E-03  -1.37090E-03
  15 <-  4  1.27733E+01    9.01770E-03  -1.47560E-03   8.87380E-03  -1.78640E-02   1.34970E-02
  16 <-  4  1.28727E+01    1.93300E-02  -6.53810E-03   4.19950E-02  -7.72710E-02   5.69720E-02
  17 <-  4  1.29641E+01    1.96670E-02  -6.79830E-03   5.23080E-02  -9.03100E-02   7.13890E-02
  18 <-  4  1.30469E+01    2.89210E-02  -1.43430E-02   9.84190E-02  -1.71790E-01   1.26300E-01
  19 <-  4  1.31207E+01    3.10110E-02  -1.63750E-02   1.13010E-01  -1.95210E-01   1.42630E-01
  20 <-  4  1.31851E+01    3.11940E-02  -1.64790E-02   1.14310E-01  -1.95910E-01   1.42590E-01
  21 <-  4  1.32394E+01    2.97000E-02  -1.48760E-02   1.03890E-01  -1.76850E-01   1.28520E-01
  22 <-  4  1.32831E+01    2.67930E-02  -1.20690E-02   8.50270E-02  -1.43860E-01   1.04610E-01
  23 <-  4  1.33158E+01    2.27340E-02  -8.67120E-03   6.17110E-02  -1.03840E-01   7.56620E-02
  24 <-  4  1.33378E+01    1.78740E-02  -5.35330E-03   3.84790E-02  -6.44550E-02   4.70930E-02
  25 <-  4  1.33505E+01    1.29690E-02  -2.81690E-03   2.04060E-02  -3.40730E-02   2.49550E-02
  26 <-  4  1.33570E+01    9.07620E-03  -1.37920E-03   1.00390E-02  -1.67320E-02   1.22740E-02
  27 <-  4  1.33601E+01    6.31860E-03  -6.68340E-04   4.87840E-03  -8.12240E-03   5.96400E-03
  28 <-  4  1.33617E+01    4.29730E-03  -3.09120E-04   2.25890E-03  -3.75940E-03   2.76140E-03
  29 <-  4  1.33624E+01    2.78540E-03  -1.29860E-04   9.49600E-04  -1.58000E-03   1.16090E-03
  30 <-  4  1.33626E+01    1.71390E-03  -4.91710E-05   3.59670E-04  -5.98370E-04   4.39680E-04
  DE <-  4  1.33627E+01   -4.57920E-06   3.19580E-01  -2.14200E+00   6.88300E+00  -4.94240E+00
