# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=4) -> e + D2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  1.24941E+01    5.18520E-02  -6.07230E-02   5.38220E-01  -1.19450E+00   1.14890E+00
   1 <-  4  1.26945E+01    5.10290E-02  -5.77280E-02   5.10370E-01  -1.08550E+00   1.01010E+00
   2 <-  4  1.28872E+01    3.60490E-02  -2.83750E-02   2.44890E-01  -5.20420E-01   4.77530E-01
   3 <-  4  1.30717E+01    1.13610E-02  -2.78420E-03   2.41560E-02  -5.12240E-02   4.61440E-02
   4 <-  4  1.32485E+01    3.61680E-02  -2.77020E-02   2.38270E-01  -4.93620E-01   4.42540E-01
   5 <-  4  1.34176E+01    3.45160E-02  -2.47290E-02   2.10350E-01  -4.27730E-01   3.77100E-01
   6 <-  4  1.35796E+01    1.48490E-02  -4.46130E-03   4.19950E-02  -7.80420E-02   7.11630E-02
   7 <-  4  1.37347E+01    1.18180E-03  -3.25710E-05   2.57060E-04  -6.87900E-04   6.72240E-04
   8 <-  4  1.38829E+01    1.65710E-02  -5.56910E-03   4.53800E-02  -9.36740E-02   8.10090E-02
   9 <-  4  1.40242E+01    2.19620E-02  -9.62080E-03   8.41340E-02  -1.63660E-01   1.44660E-01
  10 <-  4  1.41585E+01    2.47590E-02  -1.20390E-02   1.04430E-01  -1.99680E-01   1.73390E-01
  11 <-  4  1.42857E+01    2.39360E-02  -1.11140E-02   9.51960E-02  -1.80010E-01   1.53430E-01
  12 <-  4  1.44058E+01    2.00480E-02  -7.72060E-03   6.63680E-02  -1.23490E-01   1.04170E-01
  13 <-  4  1.45189E+01    1.34990E-02  -3.47540E-03   3.23420E-02  -5.73620E-02   4.94640E-02
  14 <-  4  1.46249E+01    9.31470E-03  -1.64480E-03   1.50580E-02  -2.66330E-02   2.24210E-02
  15 <-  4  1.47237E+01    5.19310E-03  -5.09340E-04   4.61850E-03  -8.12440E-03   6.62880E-03
  16 <-  4  1.48150E+01    1.25540E-03  -3.03920E-05   3.24020E-04  -5.28400E-04   3.97100E-04
  17 <-  4  1.48986E+01    1.61010E-03  -4.81920E-05   4.00680E-04  -7.65180E-04   7.09050E-04
  18 <-  4  1.49742E+01   -2.67540E-08   1.68190E-04  -1.38790E-03   6.35750E-03  -5.09240E-03
  19 <-  4  1.50412E+01    5.07040E-03  -4.75880E-04   4.31390E-03  -7.63920E-03   6.66930E-03
  20 <-  4  1.50988E+01    6.03720E-03  -6.73590E-04   5.99640E-03  -1.06790E-02   9.15520E-03
  21 <-  4  1.51458E+01    6.30620E-03  -7.33780E-04   6.43330E-03  -1.15200E-02   9.75780E-03
  22 <-  4  1.51804E+01    5.79750E-03  -6.19370E-04   5.36950E-03  -9.65620E-03   8.11500E-03
  23 <-  4  1.52037E+01    5.12990E-03  -4.84500E-04   4.16910E-03  -7.51920E-03   6.28850E-03
  24 <-  4  1.52207E+01    4.64740E-03  -3.97370E-04   3.40090E-03  -6.14680E-03   5.12330E-03
  25 <-  4  1.52334E+01    4.11660E-03  -3.11620E-04   2.65650E-03  -4.80880E-03   3.99830E-03
  26 <-  4  1.52425E+01    3.49170E-03  -2.24100E-04   1.90510E-03  -3.45240E-03   2.86580E-03
  27 <-  4  1.52485E+01    2.73810E-03  -1.37770E-04   1.16900E-03  -2.12010E-03   1.75790E-03
  28 <-  4  1.52516E+01    1.74700E-03  -5.60780E-05   4.75440E-04  -8.62540E-04   7.14810E-04
  29 <-  4  1.52524E+01    4.96570E-04  -4.53040E-06   3.83980E-05  -6.96700E-05   5.77280E-05
  DE <-  4  1.52524E+01   -2.43720E-05   1.12200E-01  -8.22730E-01   2.38900E+00  -1.65910E+00
