# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=4) -> e + D2(J1Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  4  1.25783E+01    1.36510E-06   3.26870E-02  -5.14560E-02   3.29340E-01  -6.79290E-01   4.80920E-01
   1 <-  4  1.27760E+01   -2.15230E-05   2.22870E-02  -7.33400E-03   1.11950E-01  -2.53030E-01   2.01110E-01
   2 <-  4  1.29672E+01   -1.50760E-06   1.30650E-02  -1.82420E-02   1.35260E-01  -2.74320E-01   1.88150E-01
   3 <-  4  1.31488E+01    1.66660E-02  -6.31280E-04   5.60990E-03  -1.47070E-02   1.98050E-02  -9.07450E-03
   4 <-  4  1.33209E+01    7.57850E-07   9.15660E-03  -1.51150E-02   1.02640E-01  -1.96960E-01   1.32420E-01
   5 <-  4  1.34867E+01   -6.64030E-06   9.55960E-03  -2.64850E-02   1.54300E-01  -2.87140E-01   1.85940E-01
   6 <-  4  1.36460E+01    7.49460E-07   3.39890E-03  -1.41860E-02   7.41920E-02  -1.33810E-01   8.46030E-02
   7 <-  4  1.37986E+01    7.93440E-08   6.53540E-05  -7.17660E-04   3.26840E-03  -5.77250E-03   3.67590E-03
   8 <-  4  1.39438E+01   -3.48210E-06   9.51340E-04  -3.60670E-04   7.26260E-03  -1.63800E-02   1.12810E-02
   9 <-  4  1.40814E+01    1.80390E-07   2.73830E-03  -2.82050E-03   2.58890E-02  -5.27320E-02   3.61060E-02
  10 <-  4  1.42122E+01    3.60450E-06   3.46820E-03  -2.50960E-03   2.68560E-02  -5.48500E-02   3.90900E-02
  11 <-  4  1.43362E+01   -3.47030E-07   3.03010E-03  -3.74430E-04   1.48250E-02  -3.17120E-02   2.48570E-02
  12 <-  4  1.44531E+01    1.37080E-06   2.17930E-03   1.25640E-04   8.35290E-03  -1.74320E-02   1.43610E-02
  13 <-  4  1.45630E+01    1.04100E-06   1.30380E-03   2.50630E-04   3.89830E-03  -7.59810E-03   6.58310E-03
  14 <-  4  1.46658E+01   -4.52900E-07   6.43520E-04   9.35020E-05   1.84540E-03  -3.03210E-03   2.53480E-03
  15 <-  4  1.47614E+01    3.96950E-03   1.88610E-04   1.84490E-04   4.24240E-04  -6.63450E-04   5.68560E-04
  16 <-  4  1.48496E+01    3.43300E-03   1.18480E-05   1.19570E-04  -5.75730E-05   9.65070E-05  -7.06130E-05
  17 <-  4  1.49303E+01    3.78270E-08   1.54800E-06  -2.35440E-05   1.09660E-04  -1.93630E-04   1.14630E-04
  18 <-  4  1.50031E+01    1.02480E-07   2.63290E-05  -5.87480E-05   4.69110E-04  -9.94340E-04   7.43920E-04
  19 <-  4  1.50677E+01   -4.91150E-07   7.94890E-05  -1.69540E-04   1.23240E-03  -2.39930E-03   1.70430E-03
  20 <-  4  1.51236E+01   -1.93730E-08   1.29200E-04  -3.14590E-04   2.09240E-03  -3.89710E-03   2.65960E-03
  21 <-  4  1.51703E+01   -1.05480E-07   1.54470E-04  -4.18350E-04   2.63850E-03  -4.80290E-03   3.19750E-03
  22 <-  4  1.52071E+01    8.81920E-07   1.48920E-04  -4.34920E-04   2.65600E-03  -4.77480E-03   3.13070E-03
  23 <-  4  1.52331E+01   -9.41530E-08   1.12500E-04  -3.46040E-04   2.07150E-03  -3.69860E-03   2.40250E-03
  24 <-  4  1.52477E+01   -2.54070E-07   5.33810E-05  -1.68940E-04   1.00100E-03  -1.78120E-03   1.15150E-03
  25 <-  4  1.52518E+01   -2.57940E-07   6.56930E-06  -2.09600E-05   1.23830E-04  -2.20160E-04   1.42140E-04
  26 <-  4  1.52524E+01   -8.94310E-08   7.48450E-07  -2.39070E-06   1.41190E-05  -2.50990E-05   1.62010E-05
  DE <-  4  1.52524E+01    1.69250E-01  -9.56790E-02   5.68360E-01  -1.50990E+00   2.01070E+00  -9.53650E-01
