# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=4) -> e + D2(EF1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  4  1.09369E+01    2.37870E-04   2.30990E-01  -6.63070E-01   6.27170E-01   8.03780E-01  -1.02090E+00
   1 <-  4  1.09810E+01   -4.00960E-11   1.71510E-13  -9.17180E-13   3.17450E-12  -4.99370E-12   2.83810E-12
   2 <-  4  1.10873E+01   -8.82010E-09   5.38800E-09  -1.46520E-08   1.16770E-08   2.12100E-08  -2.34290E-08
   3 <-  4  1.11462E+01    1.10220E-01   4.71640E-01  -1.16750E+00   4.17610E-01   3.00520E+00  -2.70540E+00
   4 <-  4  1.11901E+01    1.56930E-04   4.20810E-07  -9.18910E-07  -2.58880E-07   3.87870E-06  -3.09740E-06
   5 <-  4  1.12895E+01    6.82700E-04   1.41260E-06   3.40160E-07  -1.85080E-05   4.66930E-05  -2.98470E-05
   6 <-  4  1.13434E+01    7.76020E-02  -5.65170E-03   6.92560E-02  -2.91960E-01   5.16670E-01  -2.90410E-01
   7 <-  4  1.13852E+01    3.60180E-08   3.90890E-07  -4.11320E-06   1.81980E-05  -3.11700E-05   1.77530E-05
   8 <-  4  1.14761E+01   -2.51370E-06   6.32210E-04  -1.92400E-03   2.77630E-03  -6.74460E-04  -5.22030E-04
   9 <-  4  1.15223E+01    2.21650E-04   1.04280E-01  -2.94980E-01   3.36070E-01   1.01270E-01  -1.98100E-01
  10 <-  4  1.15648E+01    1.44570E-02   1.19130E-02  -3.16410E-02   2.85470E-02   2.82600E-02  -3.07080E-02
  11 <-  4  1.16388E+01    3.47150E-02   2.88370E-02  -7.23170E-02   5.14790E-02   9.30360E-02  -8.08320E-02
  12 <-  4  1.16880E+01    5.49910E-02   7.39880E-02  -1.90160E-01   1.60740E-01   1.71250E-01  -1.55940E-01
  13 <-  4  1.17441E+01    3.34740E-02   4.04620E-02  -1.11470E-01   1.28140E-01   1.06030E-02  -3.03820E-02
  14 <-  4  1.18090E+01    1.55220E-02   2.84600E-02  -8.59940E-02   1.30570E-01  -7.48900E-02   3.20390E-02
  15 <-  4  1.18699E+01    8.80530E-05   1.85460E-02  -6.15580E-02   1.15840E-01  -1.12370E-01   6.32760E-02
  16 <-  4  1.19310E+01   -1.80710E-06   6.31630E-03  -2.49180E-02   6.17010E-02  -8.37380E-02   5.18080E-02
  17 <-  4  1.19939E+01   -4.13610E-06   5.87860E-04  -4.62190E-03   1.84570E-02  -3.27750E-02   2.08120E-02
  18 <-  4  1.20564E+01    5.09170E-06   9.62430E-04  -1.44460E-03  -3.59430E-03   1.53390E-02  -1.18410E-02
  19 <-  4  1.21181E+01    1.46520E-02   4.95350E-03  -8.42560E-03  -1.04030E-02   5.33710E-02  -3.76730E-02
  20 <-  4  1.21796E+01    8.15450E-03   1.24330E-02  -3.00140E-02   2.01910E-02   4.03040E-02  -3.40560E-02
  21 <-  4  1.22406E+01   -2.35340E-05   1.99140E-02  -5.45300E-02   6.84290E-02  -9.04870E-03  -6.19890E-03
  22 <-  4  1.23009E+01   -1.20910E-05   2.61930E-02  -7.89190E-02   1.30830E-01  -9.34590E-02   4.45140E-02
  23 <-  4  1.23604E+01    9.75910E-06   3.04000E-02  -9.91930E-02   1.94890E-01  -1.93350E-01   1.05660E-01
  24 <-  4  1.24191E+01    5.58690E-06   3.20970E-02  -1.12330E-01   2.48770E-01  -2.88150E-01   1.64400E-01
  25 <-  4  1.24768E+01   -7.91730E-06   3.15030E-02  -1.17300E-01   2.84200E-01  -3.60870E-01   2.10220E-01
