# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=4) -> e + D2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  1.25245E+01    6.89950E-02  -8.86120E-02   5.40750E-01  -1.12430E+00   8.80660E-01
   1 <-  4  1.27346E+01    6.28450E-02  -7.19220E-02   4.36210E-01  -8.82600E-01   6.81180E-01
   2 <-  4  1.29330E+01    3.12720E-02  -1.73690E-02   1.06370E-01  -2.06650E-01   1.53680E-01
   3 <-  4  1.31222E+01    1.78610E-02  -5.81630E-03   3.45340E-02  -7.24470E-02   5.70690E-02
   4 <-  4  1.33034E+01    3.44070E-02  -2.07160E-02   1.22600E-01  -2.39450E-01   1.77100E-01
   5 <-  4  1.34766E+01    1.86520E-02  -5.99930E-03   3.97710E-02  -7.26730E-02   5.46000E-02
   6 <-  4  1.36420E+01    2.97090E-03  -1.02840E-04   1.99860E-03  -2.11500E-03   9.83070E-04
   7 <-  4  1.38000E+01    5.85080E-03  -6.74380E-04   4.21470E-03  -9.77900E-03   8.00310E-03
   8 <-  4  1.39505E+01    1.55440E-02  -4.22050E-03   2.43730E-02  -4.80080E-02   3.47810E-02
   9 <-  4  1.40936E+01    1.80630E-02  -5.59770E-03   3.26680E-02  -6.18540E-02   4.37520E-02
  10 <-  4  1.42293E+01    1.74810E-02  -5.19440E-03   3.04670E-02  -5.63410E-02   3.91910E-02
  11 <-  4  1.43575E+01    1.48920E-02  -3.76760E-03   2.22530E-02  -4.06120E-02   2.81070E-02
  12 <-  4  1.44782E+01    1.11690E-02  -2.14810E-03   1.29330E-02  -2.35120E-02   1.64750E-02
  13 <-  4  1.45912E+01    8.13300E-03  -1.16410E-03   7.02950E-03  -1.29250E-02   9.14910E-03
  14 <-  4  1.46961E+01    5.37980E-03  -5.31170E-04   3.21950E-03  -6.09090E-03   4.38110E-03
  15 <-  4  1.47924E+01    2.83710E-03  -1.61930E-04   1.00960E-03  -2.02910E-03   1.51570E-03
  16 <-  4  1.48794E+01    1.65450E-03  -4.05590E-05   2.04460E-04  -4.07930E-04   2.93690E-04
  17 <-  4  1.49560E+01    1.34730E-03  -1.32330E-05   4.36970E-05  -2.38660E-05  -9.40760E-06
  18 <-  4  1.50213E+01    2.20240E-03  -4.90930E-05   2.24320E-04  -2.74490E-04   1.44960E-04
  19 <-  4  1.50754E+01    2.97620E-03  -1.06060E-04   5.19020E-04  -7.73800E-04   4.78460E-04
  20 <-  4  1.51202E+01    3.47980E-03  -1.54940E-04   7.73620E-04  -1.22820E-03   7.88430E-04
  21 <-  4  1.51578E+01    3.77830E-03  -1.89130E-04   9.52220E-04  -1.56040E-03   1.01840E-03
  22 <-  4  1.51892E+01    3.87020E-03  -2.02600E-04   1.02410E-03  -1.71060E-03   1.12670E-03
  23 <-  4  1.52145E+01    3.72920E-03  -1.90580E-04   9.65320E-04  -1.63230E-03   1.08100E-03
  24 <-  4  1.52333E+01    3.30990E-03  -1.51360E-04   7.67450E-04  -1.30790E-03   8.69040E-04
  25 <-  4  1.52453E+01    2.55170E-03  -9.03730E-05   4.58460E-04  -7.84820E-04   5.22480E-04
  26 <-  4  1.52508E+01    1.49420E-03  -3.10500E-05   1.57550E-04  -2.70230E-04   1.80050E-04
  27 <-  4  1.52522E+01    5.61670E-04  -4.38940E-06   2.22730E-05  -3.82210E-05   2.54710E-05
  28 <-  4  1.52524E+01    3.45650E-04  -1.66250E-06   8.43590E-06  -1.44770E-05   9.64830E-06
  DE <-  4  1.52524E+01   -2.99880E-05   2.23930E-02  -1.72940E-01   4.32670E-01  -2.79510E-01
