# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=4) -> e + D2(B1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  4  9.83929E+00    1.19760E+00   9.00020E-01  -6.06700E+00   1.68540E+01  -1.82620E+01   7.66640E+00
   1 <-  4  9.95628E+00    1.16240E+00   8.35750E-01  -5.68450E+00   1.58900E+01  -1.75090E+01   7.52940E+00
   2 <-  4  1.00708E+01    6.14040E-01   2.00280E-01  -1.45460E+00   4.23100E+00  -4.85910E+00   2.19690E+00
   3 <-  4  1.01831E+01    9.50880E-06   8.45050E-03  -4.07620E-02   9.18350E-02  -9.39200E-02   3.49140E-02
   4 <-  4  1.02932E+01    4.79770E-01   2.97200E-01  -1.68880E+00   4.21380E+00  -4.43990E+00   1.80330E+00
   5 <-  4  1.04012E+01    6.68330E-01   5.30740E-01  -3.07560E+00   7.74640E+00  -8.25350E+00   3.42010E+00
   6 <-  4  1.05071E+01    6.16530E-01   4.66590E-01  -2.69660E+00   6.74520E+00  -7.18760E+00   2.99130E+00
   7 <-  4  1.06109E+01    4.10880E-01   2.35910E-01  -1.34130E+00   3.30340E+00  -3.51390E+00   1.46310E+00
   8 <-  4  1.07127E+01    1.46380E-01   4.60740E-02  -2.50400E-01   5.93320E-01  -6.27410E-01   2.59940E-01
   9 <-  4  1.08125E+01    1.00840E-01   2.18280E-04  -1.16520E-02   4.90650E-02  -5.51510E-02   2.39550E-02
  10 <-  4  1.09103E+01    2.90180E-01   7.38990E-02  -4.53660E-01   1.17940E+00  -1.26220E+00   5.28420E-01
  11 <-  4  1.10061E+01    4.02060E-01   1.83060E-01  -1.07610E+00   2.71070E+00  -2.88520E+00   1.20060E+00
  12 <-  4  1.11000E+01    4.39380E-01   2.53410E-01  -1.45890E+00   3.61300E+00  -3.82630E+00   1.58210E+00
  13 <-  4  1.11919E+01    4.15640E-01   2.55420E-01  -1.44920E+00   3.54130E+00  -3.72860E+00   1.53030E+00
  14 <-  4  1.12819E+01    3.48730E-01   2.01140E-01  -1.12800E+00   2.72210E+00  -2.84590E+00   1.15720E+00
  15 <-  4  1.13701E+01    2.56340E-01   1.23350E-01  -6.84750E-01   1.63100E+00  -1.69070E+00   6.79610E-01
  16 <-  4  1.14564E+01    1.53160E-01   5.42590E-02  -2.98030E-01   6.99900E-01  -7.20060E-01   2.85910E-01
  17 <-  4  1.15409E+01    5.09500E-02   1.13260E-02  -6.13680E-02   1.41130E-01  -1.44190E-01   5.62810E-02
  18 <-  4  1.16235E+01    3.90730E-02  -1.05070E-03   5.06810E-03  -8.81480E-03   7.49560E-03  -1.95130E-03
  19 <-  4  1.17044E+01    1.17040E-01   1.17170E-02  -6.59520E-02   1.64600E-01  -1.72210E-01   7.11210E-02
  20 <-  4  1.17835E+01    1.78090E-01   3.86330E-02  -2.13270E-01   5.12620E-01  -5.26590E-01   2.10890E-01
  21 <-  4  1.18609E+01    2.22650E-01   6.82200E-02  -3.74720E-01   8.88160E-01  -9.03210E-01   3.56090E-01
  22 <-  4  1.19365E+01    2.51860E-01   9.18300E-02  -5.04180E-01   1.18470E+00  -1.19420E+00   4.64700E-01
  23 <-  4  1.20104E+01    2.66820E-01   1.06280E-01  -5.84540E-01   1.36780E+00  -1.37300E+00   5.30210E-01
  24 <-  4  1.20827E+01    2.70560E-01   1.08690E-01  -6.01110E-01   1.40230E+00  -1.39940E+00   5.35400E-01
  25 <-  4  1.21533E+01    2.65090E-01   1.00970E-01  -5.63780E-01   1.31330E+00  -1.30260E+00   4.93510E-01
  26 <-  4  1.22223E+01    2.52380E-01   8.62390E-02  -4.88750E-01   1.13930E+00  -1.12310E+00   4.21280E-01
  27 <-  4  1.22896E+01    2.34290E-01   6.78770E-02  -3.93440E-01   9.20180E-01  -9.01600E-01   3.34680E-01
  28 <-  4  1.23554E+01    2.12350E-01   4.89700E-02  -2.93810E-01   6.92260E-01  -6.74400E-01   2.47660E-01
  29 <-  4  1.24196E+01    1.87670E-01   3.21020E-02  -2.03240E-01   4.86030E-01  -4.72500E-01   1.72220E-01
  30 <-  4  1.24822E+01    1.61590E-01   1.81920E-02  -1.26770E-01   3.11280E-01  -3.02610E-01   1.09520E-01
  31 <-  4  1.25433E+01    1.35450E-01   7.35400E-03  -6.53600E-02   1.68750E-01  -1.62380E-01   5.72770E-02
  32 <-  4  1.26028E+01    1.09200E-01   5.21580E-04  -2.40660E-02   7.16180E-02  -6.80980E-02   2.29260E-02
  33 <-  4  1.26607E+01    8.33460E-02  -2.87210E-03  -3.83340E-04   1.38950E-02  -1.26730E-02   3.21280E-03
  34 <-  4  1.27172E+01    5.80370E-02  -3.49760E-03   8.76390E-03  -1.12460E-02   1.10000E-02  -4.74740E-03
  35 <-  4  1.27721E+01    3.26660E-02  -2.12580E-03   7.02220E-03  -1.18490E-02   1.10870E-02  -4.16280E-03
  36 <-  4  1.28254E+01    3.20370E-07   4.57830E-05  -1.09770E-04   1.63120E-05   7.30700E-05   3.52050E-05
  37 <-  4  1.28771E+01   -1.43210E-07   2.27830E-03  -9.07220E-03   1.65900E-02  -1.43720E-02   4.95340E-03
  38 <-  4  1.29273E+01    1.84270E-03   7.15420E-03  -3.03360E-02   6.10390E-02  -5.88260E-02   2.19780E-02
  39 <-  4  1.29758E+01    3.04190E-02   1.03260E-02  -4.52210E-02   9.22520E-02  -8.83970E-02   3.26450E-02
  40 <-  4  1.30226E+01    4.66860E-02   1.29980E-02  -5.84560E-02   1.20550E-01  -1.14970E-01   4.20660E-02
  41 <-  4  1.30677E+01    5.99970E-02   1.50450E-02  -6.92570E-02   1.44170E-01  -1.37000E-01   4.97510E-02
  42 <-  4  1.31108E+01    7.10160E-02   1.64060E-02  -7.71400E-02   1.61920E-01  -1.53390E-01   5.53400E-02
  43 <-  4  1.31519E+01    7.98960E-02   1.70860E-02  -8.19390E-02   1.73330E-01  -1.63750E-01   5.87320E-02
  44 <-  4  1.31908E+01    8.66480E-02   1.71190E-02  -8.36550E-02   1.78260E-01  -1.68010E-01   5.99400E-02
  45 <-  4  1.32271E+01    9.11890E-02   1.65470E-02  -8.23200E-02   1.76620E-01  -1.66090E-01   5.89570E-02
  46 <-  4  1.32606E+01    9.32870E-02   1.54170E-02  -7.80090E-02   1.68460E-01  -1.58110E-01   5.58710E-02
  47 <-  4  1.32906E+01    9.25260E-02   1.37390E-02  -7.06190E-02   1.53400E-01  -1.43720E-01   5.05770E-02
  48 <-  4  1.33164E+01    8.81130E-02   1.14960E-02  -5.99110E-02   1.30840E-01  -1.22450E-01   4.29600E-02
  49 <-  4  1.33369E+01    7.85740E-02   8.59850E-03  -4.53190E-02   9.94160E-02  -9.29870E-02   3.25530E-02
  50 <-  4  1.33509E+01    6.13050E-02   5.02660E-03  -2.66990E-02   5.87520E-02  -5.49360E-02   1.92070E-02
  51 <-  4  1.33577E+01    3.86860E-02   1.96360E-03  -1.04700E-02   2.30740E-02  -2.15740E-02   7.53830E-03
  52 <-  4  1.33604E+01    2.56990E-02   8.60170E-04  -4.59320E-03   1.01290E-02  -9.47040E-03   3.30850E-03
  53 <-  4  1.33616E+01    1.81480E-02   4.27330E-04  -2.28360E-03   5.03730E-03  -4.70950E-03   1.64500E-03
  54 <-  4  1.33622E+01    1.27230E-02   2.09680E-04  -1.12090E-03   2.47280E-03  -2.31190E-03   8.07500E-04
  55 <-  4  1.33625E+01    8.77120E-03   9.95630E-05  -5.32320E-04   1.17450E-03  -1.09800E-03   3.83500E-04
  56 <-  4  1.33627E+01    8.25650E-03   8.81920E-05  -4.71570E-04   1.04050E-03  -9.72790E-04   3.39770E-04
